file,molecule,position,mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,molecular_formula,molecular_bonds,double_bond_stereochemistry,tetrahedral_chirality,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,rmsd_â‰¤_2ã…
sigmaflow_rotdata_pred\7FB7_8NF__7FB7_8NF_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7FRX_O88__7FRX_O88_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7FT9_4MB__7FT9_4MB_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7JG0_GAR__7JG0_GAR_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7JGW_V9S__7JGW_V9S_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7JHQ_VAJ__7JHQ_VAJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7JMV_4NC__7JMV_4NC_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7K0V_VQP__7K0V_VQP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7K41_VUA__7K41_VUA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7KFO_IAC__7KFO_IAC_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7KQU_YOF__7KQU_YOF_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7KRU_ATP__7KRU_ATP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7L00_XCJ__7L00_XCJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7L5F_XNG__7L5F_XNG_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7L6D_BMF__7L6D_BMF_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7LB3_XXS__7LB3_XXS_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7LEV_0JO__7LEV_0JO_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7LJN_GTP__7LJN_GTP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7LOE_Y84__7LOE_Y84_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7LOU_IFM__7LOU_IFM_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7LZQ_YJV__7LZQ_YJV_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7M3H_YPV__7M3H_YPV_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7M6K_YRJ__7M6K_YRJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7MFP_Z7P__7MFP_Z7P_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7MMH_ZJY__7MMH_ZJY_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7MRH_ZMJ__7MRH_ZMJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,,False
sigmaflow_rotdata_pred\7MS7_ZQ1__7MS7_ZQ1_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,,False
sigmaflow_rotdata_pred\7MYU_ZR7__7MYU_ZR7_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7N7H_CTP__7N7H_CTP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NA4_1I9__7NA4_1I9_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NF3_4LU__7NF3_4LU_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NFB_GEN__7NFB_GEN_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7NLK_UHK__7NLK_UHK_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NLV_UJE__7NLV_UJE_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NML_I7B__7NML_I7B_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,,False
sigmaflow_rotdata_pred\7NPL_UKZ__7NPL_UKZ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NR6_UO8__7NR6_UO8_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NR8_UOE__7NR8_UOE_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NTG_F6R__7NTG_F6R_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NU0_DCL__7NU0_DCL_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7NXO_UU8__7NXO_UU8_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7O1T_5X8__7O1T_5X8_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OCB_V88__7OCB_V88_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7ODX_DGP__7ODX_DGP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OEO_V9Z__7OEO_V9Z_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OFF_VCB__7OFF_VCB_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OFK_VCH__7OFK_VCH_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OLI_8HG__7OLI_8HG_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OMX_CNA__7OMX_CNA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OPG_06N__7OPG_06N_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7ORW_7WA__7ORW_7WA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7OSO_0V1__7OSO_0V1_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OZ9_NGK__7OZ9_NGK_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7OZC_G6S__7OZC_G6S_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7P1M_4IU__7P1M_4IU_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7P2I_MFU__7P2I_MFU_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7P2W_4QR__7P2W_4QR_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7P5T_5YG__7P5T_5YG_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7P85_5ZG__7P85_5ZG_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7PA4_C__7PA4_C_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7PIH_7QW__7PIH_7QW_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7PK0_BYC__7PK0_BYC_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7Q19_DSM__7Q19_DSM_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7Q2B_M6H__7Q2B_M6H_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7Q5I_I0F__7Q5I_I0F_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7QE4_NGA__7QE4_NGA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7QF4_RBF__7QF4_RBF_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7QHL_D5P__7QHL_D5P_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7QK0_EBL__7QK0_EBL_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7R3D_APR__7R3D_APR_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7R7R_AWJ__7R7R_AWJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7RC3_SAH__7RC3_SAH_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7REE_4LY__7REE_4LY_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7RH3_59O__7RH3_59O_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7RKW_5TV__7RKW_5TV_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7RSV_7IQ__7RSV_7IQ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7RUI_7QZ__7RUI_7QZ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7RWO_7WN__7RWO_7WN_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7RWS_4UR__7RWS_4UR_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7RZL_NPO__7RZL_NPO_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7SCW_GSP__7SCW_GSP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7SED_8VD__7SED_8VD_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7SNE_9XR__7SNE_9XR_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7SZA_DUI__7SZA_DUI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7T0D_FPP__7T0D_FPP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7T1D_E7K__7T1D_E7K_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7T9O_GEI__7T9O_GEI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TB0_UD1__7TB0_UD1_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TH4_FFO__7TH4_FFO_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7THI_PGA__7THI_PGA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TOM_5AD__7TOM_5AD_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7TS6_KMI__7TS6_KMI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TSF_H4B__7TSF_H4B_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TUO_KL9__7TUO_KL9_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TWC_CXS__7TWC_CXS_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7TXK_LW8__7TXK_LW8_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7U0U_FK5__7U0U_FK5_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7U3J_L6U__7U3J_L6U_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UAS_MBU__7UAS_MBU_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UAW_MF6__7UAW_MF6_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UEY_N0R__7UEY_N0R_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UF2_5SP__7UF2_5SP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UJ5_DGL__7UJ5_DGL_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7USH_82V__7USH_82V_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UTW_NAI__7UTW_NAI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7UY4_SMI__7UY4_SMI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7V14_ORU__7V14_ORU_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7VB8_STL__7VB8_STL_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7VBU_6I4__7VBU_6I4_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7VJT_7IJ__7VJT_7IJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7VKZ_NOJ__7VKZ_NOJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7VWF_K55__7VWF_K55_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7W05_GMP__7W05_GMP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7W06_ITN__7W06_ITN_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,0.0,False
sigmaflow_rotdata_pred\7W6F_8I6__7W6F_8I6_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7WCF_ACP__7WCF_ACP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
