complex,arm,n,moden,gross_anteil,hat_korrekte,n_korrekt,gross_richtig,wahl_gross,trifft
7A1P_QW2,SigmaDock,40,37,0.075,False,0,False,False,False
7A9E_R4W,SigmaDock,40,29,0.15,False,0,False,False,False
7A9H_TPP,SigmaDock,40,39,0.05,False,0,False,False,False
7AFX_R9K,SigmaDock,40,35,0.125,False,0,False,True,False
7AKL_RK5,SigmaDock,41,27,0.1951219512195122,True,3,False,False,True
7AN5_RDH,SigmaDock,40,38,0.075,False,0,False,True,False
7B2C_TP7,SigmaDock,41,40,0.04878048780487805,False,0,False,False,False
7B94_ANP,SigmaDock,40,35,0.125,False,0,False,True,False
7BCP_GCO,SigmaDock,40,31,0.15,False,0,False,True,False
7BJJ_TVW,SigmaDock,40,19,0.2,True,2,False,False,False
7BKA_4JC,SigmaDock,40,33,0.15,False,0,False,True,False
7BMI_U4B,SigmaDock,40,35,0.075,False,0,False,True,False
7BNH_BEZ,SigmaDock,40,30,0.1,True,1,False,False,False
7BTT_F8R,SigmaDock,40,40,0.025,False,0,False,False,False
7C0U_FGO,SigmaDock,40,40,0.025,False,0,False,False,False
7C3U_AZG,SigmaDock,41,18,0.2682926829268293,False,0,False,True,False
7C8Q_DSG,SigmaDock,40,32,0.125,False,0,False,True,False
7CD9_FVR,SigmaDock,40,40,0.025,False,0,False,False,False
7CIJ_G0C,SigmaDock,40,40,0.025,False,0,False,False,False
7CL8_TES,SigmaDock,40,17,0.25,True,6,False,False,True
7CNQ_G8X,SigmaDock,40,26,0.2,False,0,False,False,False
7CNS_PMV,SigmaDock,40,35,0.075,False,0,False,False,False
7CTM_BDP,SigmaDock,40,34,0.15,True,1,False,True,True
7CUO_PHB,SigmaDock,40,20,0.275,True,2,False,True,True
7D5C_GV6,SigmaDock,40,40,0.025,False,0,False,False,False
7D6O_MTE,SigmaDock,41,35,0.07317073170731707,False,0,False,False,False
7DKT_GLF,SigmaDock,40,30,0.2,True,2,False,True,True
7DQL_4CL,SigmaDock,40,22,0.325,True,1,False,True,False
7DUA_HJ0,SigmaDock,41,36,0.14634146341463414,True,1,False,False,True
7E4L_MDN,SigmaDock,40,37,0.05,False,0,False,False,False
7EBG_J0L,SigmaDock,40,23,0.425,False,0,False,False,False
7ECR_SIN,SigmaDock,40,22,0.325,True,4,False,False,True
7ED2_A3P,SigmaDock,40,38,0.05,False,0,False,True,False
7ELT_TYM,SigmaDock,40,40,0.025,False,0,False,False,False
7EPV_FDA,SigmaDock,40,40,0.025,False,0,False,False,False
7ES1_UDP,SigmaDock,40,38,0.075,False,0,False,False,False
7F51_BA7,SigmaDock,40,40,0.025,False,0,False,False,False
7F5D_EUO,SigmaDock,40,40,0.025,False,0,False,False,False
7F8T_FAD,SigmaDock,40,40,0.025,False,0,False,False,False
7FB7_8NF,SigmaDock,41,22,0.2926829268292683,True,2,False,False,False
7FHA_ADX,SigmaDock,40,34,0.1,False,0,False,True,False
7FRX_O88,SigmaDock,40,40,0.025,False,0,False,False,False
7FT9_4MB,SigmaDock,40,35,0.1,False,0,False,False,False
7JG0_GAR,SigmaDock,40,40,0.025,False,0,False,False,False
7JHQ_VAJ,SigmaDock,40,39,0.05,False,0,False,False,False
7JMV_4NC,SigmaDock,40,27,0.1,True,1,False,False,False
7JXX_VP7,SigmaDock,40,28,0.1,False,0,False,False,False
7JY3_VUD,SigmaDock,40,40,0.025,False,0,False,False,False
7K0V_VQP,SigmaDock,40,38,0.075,False,0,False,True,False
7KB1_WBJ,SigmaDock,40,37,0.05,False,0,False,False,False
7KC5_BJZ,SigmaDock,40,40,0.025,False,0,False,False,False
7KM8_WPD,SigmaDock,40,40,0.025,False,0,False,False,False
7KQU_YOF,SigmaDock,40,34,0.1,False,0,False,False,False
7KRU_ATP,SigmaDock,40,37,0.075,False,0,False,True,False
7KZ9_XN7,SigmaDock,40,34,0.1,False,0,False,True,False
7L00_XCJ,SigmaDock,42,42,0.023809523809523808,False,0,False,False,False
7L03_F9F,SigmaDock,40,39,0.05,False,0,False,False,False
7L5F_XNG,SigmaDock,40,40,0.025,False,0,False,False,False
7L7C_XQ1,SigmaDock,40,39,0.05,False,0,False,False,False
7LCU_XTA,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7LEV_0JO,SigmaDock,40,39,0.05,False,0,False,True,False
7LJN_GTP,SigmaDock,40,39,0.05,False,0,False,False,False
7LMO_NYO,SigmaDock,40,40,0.025,False,0,False,False,False
7LOE_Y84,SigmaDock,40,22,0.2,True,2,False,False,False
7LOU_IFM,SigmaDock,41,33,0.14634146341463414,False,0,False,True,False
7LT0_ONJ,SigmaDock,40,36,0.125,False,0,False,False,False
7LZD_YHY,SigmaDock,40,40,0.025,False,0,False,False,False
7M31_TDR,SigmaDock,40,29,0.125,True,1,False,False,False
7M3H_YPV,SigmaDock,41,39,0.04878048780487805,False,0,False,False,False
7M6K_YRJ,SigmaDock,40,40,0.025,False,0,False,False,False
7MFP_Z7P,SigmaDock,40,40,0.025,False,0,False,False,False
7MGT_ZD4,SigmaDock,41,37,0.07317073170731707,False,0,False,True,False
7MGY_ZD1,SigmaDock,40,39,0.05,False,0,False,True,False
7MMH_ZJY,SigmaDock,40,40,0.025,False,0,False,False,False
7MOI_HPS,SigmaDock,40,37,0.075,True,1,False,False,True
7MSR_DCA,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7MWN_WI5,SigmaDock,40,40,0.025,False,0,False,False,False
7MWU_ZPM,SigmaDock,40,17,0.575,False,0,False,True,False
7MY1_IPE,SigmaDock,41,37,0.12195121951219512,False,0,False,False,False
7MYU_ZR7,SigmaDock,40,40,0.025,False,0,False,False,False
7N03_ZRP,SigmaDock,40,40,0.025,False,0,False,False,False
7N4N_0BK,SigmaDock,40,40,0.025,False,0,False,False,False
7N4W_P4V,SigmaDock,40,40,0.025,False,0,False,False,False
7N6F_0I1,SigmaDock,40,38,0.05,False,0,False,True,False
7N7B_T3F,SigmaDock,40,40,0.025,False,0,False,False,False
7N7H_CTP,SigmaDock,40,40,0.025,False,0,False,False,False
7NF0_BYN,SigmaDock,40,39,0.05,False,0,False,False,False
7NF3_4LU,SigmaDock,40,39,0.05,False,0,False,True,False
7NFB_GEN,SigmaDock,40,26,0.275,False,0,False,False,False
7NGW_UAW,SigmaDock,40,29,0.275,False,0,False,True,False
7NLV_UJE,SigmaDock,40,38,0.075,False,0,False,True,False
7NP6_UK8,SigmaDock,40,37,0.075,False,0,False,False,False
7NPL_UKZ,SigmaDock,40,40,0.025,False,0,False,False,False
7NR8_UOE,SigmaDock,40,40,0.025,False,0,False,False,False
7NSW_HC4,SigmaDock,40,35,0.15,False,0,False,False,False
7NU0_DCL,SigmaDock,40,33,0.2,False,0,False,True,False
7NUT_GLP,SigmaDock,42,33,0.11904761904761904,False,0,False,False,False
7NXO_UU8,SigmaDock,40,40,0.025,False,0,False,False,False
7O0N_CDP,SigmaDock,40,34,0.15,False,0,False,False,False
7O1T_5X8,SigmaDock,40,38,0.05,False,0,False,False,False
7ODY_DGI,SigmaDock,40,38,0.05,False,0,False,False,False
7OEO_V9Z,SigmaDock,40,40,0.025,False,0,False,False,False
7OFF_VCB,SigmaDock,40,40,0.025,False,0,False,False,False
7OFK_VCH,SigmaDock,40,40,0.025,False,0,False,False,False
7OLI_8HG,SigmaDock,41,36,0.07317073170731707,False,0,False,False,False
7OMX_CNA,SigmaDock,40,40,0.025,False,0,False,False,False
7OP9_06K,SigmaDock,40,21,0.25,True,2,False,False,False
7OPG_06N,SigmaDock,40,33,0.1,False,0,False,False,False
7OSO_0V1,SigmaDock,40,40,0.025,False,0,False,False,False
7OZ9_NGK,SigmaDock,40,40,0.025,False,0,False,False,False
7OZC_G6S,SigmaDock,40,30,0.15,False,0,False,False,False
7P1F_KFN,SigmaDock,40,40,0.025,False,0,False,False,False
7P1M_4IU,SigmaDock,40,40,0.025,False,0,False,False,False
7P2I_MFU,SigmaDock,40,32,0.1,False,0,False,True,False
7P4C_5OV,SigmaDock,40,27,0.25,True,2,False,True,True
7P5T_5YG,SigmaDock,40,38,0.075,False,0,False,False,False
7PGX_FMN,SigmaDock,40,39,0.05,False,0,False,False,False
7PIH_7QW,SigmaDock,40,27,0.225,False,0,False,True,False
7PJQ_OWH,SigmaDock,40,27,0.225,True,1,False,True,False
7PK0_BYC,SigmaDock,40,40,0.025,False,0,False,False,False
7PL1_SFG,SigmaDock,40,39,0.05,False,0,False,False,False
7POM_7VZ,SigmaDock,40,38,0.075,False,0,False,False,False
7PRI_7TI,SigmaDock,40,40,0.025,False,0,False,False,False
7PRM_81I,SigmaDock,40,39,0.05,False,0,False,True,False
7PT3_3KK,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7PUV_84Z,SigmaDock,40,40,0.025,False,0,False,False,False
7Q25_8J9,SigmaDock,40,40,0.025,False,0,False,False,False
7Q27_8KC,SigmaDock,40,40,0.025,False,0,False,False,False
7Q2B_M6H,SigmaDock,40,23,0.45,False,0,False,True,False
7Q5I_I0F,SigmaDock,40,39,0.05,False,0,False,True,False
7QE4_NGA,SigmaDock,40,39,0.05,False,0,False,False,False
7QF4_RBF,SigmaDock,40,37,0.05,False,0,False,False,False
7QFM_AY3,SigmaDock,40,34,0.1,False,0,False,False,False
7QGP_DJ8,SigmaDock,40,30,0.275,True,1,False,True,True
7QHG_T3B,SigmaDock,40,40,0.025,False,0,False,False,False
7QHL_D5P,SigmaDock,40,40,0.025,False,0,False,True,False
7QPP_VDX,SigmaDock,40,39,0.05,False,0,False,False,False
7QTA_URI,SigmaDock,40,39,0.05,False,0,False,False,False
7R3D_APR,SigmaDock,40,40,0.025,False,0,False,False,False
7R59_I5F,SigmaDock,40,21,0.275,True,5,False,False,True
7R6J_2I7,SigmaDock,40,40,0.025,False,0,False,False,False
7R7R_AWJ,SigmaDock,40,40,0.025,False,0,False,False,False
7R9N_F97,SigmaDock,40,40,0.025,False,0,False,False,False
7RC3_SAH,SigmaDock,40,39,0.05,False,0,False,False,False
7RH3_59O,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7RKW_5TV,SigmaDock,40,39,0.05,False,0,False,True,False
7RNI_60I,SigmaDock,40,40,0.025,False,0,False,False,False
7ROR_69X,SigmaDock,40,40,0.025,False,0,False,False,False
7ROU_66I,SigmaDock,40,40,0.025,False,0,False,False,False
7RSV_7IQ,SigmaDock,40,26,0.325,True,2,False,True,True
7RWS_4UR,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7RZL_NPO,SigmaDock,40,32,0.175,False,0,False,True,False
7SCW_GSP,SigmaDock,40,39,0.05,False,0,False,False,False
7SDD_4IP,SigmaDock,40,40,0.025,False,0,False,False,False
7SFO_98L,SigmaDock,40,37,0.1,False,0,False,True,False
7SIU_9ID,SigmaDock,40,40,0.025,False,0,False,False,False
7SUC_COM,SigmaDock,40,27,0.175,False,0,False,False,False
7SZA_DUI,SigmaDock,40,25,0.25,False,0,False,True,False
7T0D_FPP,SigmaDock,41,38,0.04878048780487805,False,0,False,False,False
7T1D_E7K,SigmaDock,40,39,0.05,False,0,False,False,False
7T3E_SLB,SigmaDock,40,40,0.025,False,0,False,False,False
7TB0_UD1,SigmaDock,40,40,0.025,False,0,False,False,False
7TBU_S3P,SigmaDock,40,38,0.075,False,0,False,True,False
7TE8_P0T,SigmaDock,40,39,0.05,False,0,False,False,False
7TH4_FFO,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7THI_PGA,SigmaDock,40,25,0.375,True,1,False,False,True
7TM6_GPJ,SigmaDock,40,31,0.2,False,0,False,True,False
7TOM_5AD,SigmaDock,41,36,0.07317073170731707,False,0,False,True,False
7TS6_KMI,SigmaDock,40,40,0.025,False,0,False,False,False
7TSF_H4B,SigmaDock,40,37,0.075,False,0,False,False,False
7TUO_KL9,SigmaDock,40,40,0.025,False,0,False,False,False
7TXK_LW8,SigmaDock,40,34,0.1,False,0,False,True,False
7TYP_KUR,SigmaDock,40,40,0.025,False,0,False,False,False
7U0U_FK5,SigmaDock,40,40,0.025,False,0,False,False,False
7U3J_L6U,SigmaDock,40,40,0.025,False,0,False,False,False
7UAS_MBU,SigmaDock,42,42,0.023809523809523808,False,0,False,False,False
7UAW_MF6,SigmaDock,40,40,0.025,False,0,False,False,False
7UJ4_OQ4,SigmaDock,40,40,0.025,False,0,False,False,False
7UJ5_DGL,SigmaDock,40,29,0.275,False,0,False,False,False
7UJF_R3V,SigmaDock,41,38,0.0975609756097561,False,0,False,False,False
7ULC_56B,SigmaDock,40,40,0.025,False,0,False,False,False
7UMW_NAD,SigmaDock,40,40,0.025,False,0,False,False,False
7UQ3_O2U,SigmaDock,40,21,0.325,False,0,False,False,False
7USH_82V,SigmaDock,40,39,0.05,False,0,False,False,False
7UTW_NAI,SigmaDock,40,40,0.025,False,0,False,False,False
7UXS_OJC,SigmaDock,40,39,0.05,False,0,False,False,False
7UY4_SMI,SigmaDock,41,40,0.04878048780487805,False,0,False,False,False
7UYB_OK0,SigmaDock,40,40,0.025,False,0,False,False,False
7V14_ORU,SigmaDock,40,40,0.025,False,0,False,False,False
7V3N_AKG,SigmaDock,41,29,0.2682926829268293,False,0,False,True,False
7V3S_5I9,SigmaDock,40,40,0.025,False,0,False,False,False
7V43_C4O,SigmaDock,40,19,0.3,True,3,False,True,False
7VB8_STL,SigmaDock,40,33,0.1,False,0,False,True,False
7VBU_6I4,SigmaDock,40,26,0.2,False,0,False,False,False
7VC5_9SF,SigmaDock,40,29,0.175,False,0,False,True,False
7VKZ_NOJ,SigmaDock,40,30,0.15,True,1,False,False,True
7VQ9_ISY,SigmaDock,40,39,0.05,False,0,False,False,False
7VWF_K55,SigmaDock,40,40,0.025,False,0,False,False,False
7VYJ_CA0,SigmaDock,40,35,0.125,False,0,False,True,False
7W05_GMP,SigmaDock,40,36,0.075,False,0,False,False,False
7W06_ITN,SigmaDock,40,29,0.175,False,0,False,False,False
7WCF_ACP,SigmaDock,40,39,0.05,False,0,False,True,False
7WDT_NGS,SigmaDock,40,32,0.175,False,0,False,False,False
7WJB_BGC,SigmaDock,40,32,0.075,False,0,False,False,False
7WKL_CAQ,SigmaDock,40,18,0.325,True,7,False,True,True
7WL4_JFU,SigmaDock,40,40,0.025,False,0,False,False,False
7WPW_F15,SigmaDock,40,40,0.025,False,0,False,False,False
7WQQ_5Z6,SigmaDock,40,40,0.025,False,0,False,False,False
7WUX_6OI,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7WUY_76N,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7WY1_D0L,SigmaDock,40,40,0.025,False,0,False,False,False
7X5N_5M5,SigmaDock,41,39,0.04878048780487805,False,0,False,True,False
7X9K_8OG,SigmaDock,40,35,0.075,False,0,False,True,False
7XBV_APC,SigmaDock,40,40,0.025,False,0,False,False,False
7XFA_D9J,SigmaDock,40,40,0.025,False,0,False,False,False
7XG5_PLP,SigmaDock,40,31,0.175,False,0,False,False,False
7XI7_4RI,SigmaDock,40,35,0.125,False,0,False,False,False
7XJN_NSD,SigmaDock,40,35,0.1,False,0,False,True,False
7XQZ_FPF,SigmaDock,40,39,0.05,False,0,False,False,False
7XRL_FWK,SigmaDock,40,38,0.075,False,0,False,True,False
7YZU_DO7,SigmaDock,40,26,0.3,False,0,False,True,False
7Z1Q_NIO,SigmaDock,40,33,0.075,True,1,False,False,False
7Z2O_IAJ,SigmaDock,40,30,0.275,False,0,False,True,False
7Z7F_IF3,SigmaDock,40,34,0.175,False,0,False,True,False
7ZCC_OGA,SigmaDock,40,26,0.2,False,0,False,False,False
7ZDY_6MJ,SigmaDock,40,34,0.1,False,0,False,True,False
7ZF0_DHR,SigmaDock,42,29,0.19047619047619047,False,0,False,True,False
7ZHP_IQY,SigmaDock,40,39,0.05,False,0,False,False,False
7ZL5_IWE,SigmaDock,40,33,0.1,False,0,False,False,False
7ZOC_T8E,SigmaDock,40,39,0.05,False,0,False,False,False
7ZTL_BCN,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
7ZU2_DHT,SigmaDock,40,11,0.6,True,10,False,True,True
7ZXV_45D,SigmaDock,35,35,0.02857142857142857,False,0,False,False,False
7ZZW_KKW,SigmaDock,40,40,0.025,False,0,False,False,False
8A1H_DLZ,SigmaDock,40,38,0.05,False,0,False,False,False
8A2D_KXY,SigmaDock,40,40,0.025,False,0,False,False,False
8AAU_LH0,SigmaDock,40,40,0.025,False,0,False,False,False
8AEM_LVF,SigmaDock,40,28,0.225,False,0,False,True,False
8AIE_M7L,SigmaDock,40,39,0.05,False,0,False,False,False
8AP0_PRP,SigmaDock,40,40,0.025,False,0,False,False,False
8AQL_PLG,SigmaDock,40,39,0.05,False,0,False,False,False
8AUH_L9I,SigmaDock,40,40,0.025,False,0,False,False,False
8AY3_OE3,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
8B8H_OJQ,SigmaDock,40,36,0.125,False,0,False,True,False
8BOM_QU6,SigmaDock,40,40,0.025,False,0,False,False,False
8BTI_RFO,SigmaDock,40,32,0.125,False,0,False,False,False
8C3N_ADP,SigmaDock,40,37,0.1,False,0,False,True,False
8C5M_MTA,SigmaDock,40,35,0.15,False,0,False,False,False
8CNH_V6U,SigmaDock,41,41,0.024390243902439025,False,0,False,False,False
8CSD_C5P,SigmaDock,40,39,0.05,False,0,False,False,False
8D19_GSH,SigmaDock,40,40,0.025,False,0,False,False,False
8D39_QDB,SigmaDock,40,37,0.075,False,0,False,False,False
8D5D_5DK,SigmaDock,40,40,0.025,False,0,False,False,False
8DHG_T78,SigmaDock,40,40,0.025,False,0,False,False,False
8DKO_TFB,SigmaDock,40,26,0.275,True,1,False,True,False
8DP2_UMA,SigmaDock,40,40,0.025,False,0,False,False,False
8DSC_NCA,SigmaDock,40,26,0.225,True,1,False,False,True
8EAB_VN2,SigmaDock,40,40,0.025,False,0,False,False,False
8EX2_Q2Q,SigmaDock,40,39,0.05,False,0,False,False,False
8EXL_799,SigmaDock,41,40,0.04878048780487805,False,0,False,False,False
8EYE_X4I,SigmaDock,41,40,0.04878048780487805,False,0,False,True,False
8F4J_PHO,SigmaDock,40,40,0.025,False,0,False,False,False
8F8E_XJI,SigmaDock,40,40,0.025,False,0,False,False,False
8FAV_4Y5,SigmaDock,40,40,0.025,False,0,False,False,False
8FLV_ZB9,SigmaDock,40,39,0.05,False,0,False,False,False
8FO5_Y4U,SigmaDock,40,38,0.05,False,0,False,False,False
8G0V_YHT,SigmaDock,40,40,0.025,False,0,False,False,False
8G6P_API,SigmaDock,40,40,0.025,False,0,False,False,False
8GFD_ZHR,SigmaDock,40,40,0.025,False,0,False,False,False
8HFN_XGC,SigmaDock,40,39,0.05,False,0,False,False,False
8HO0_3ZI,SigmaDock,40,33,0.075,True,1,False,False,False
8SLG_G5A,SigmaDock,40,39,0.05,False,0,False,True,False
5SAK_ZRY,Minimal,200,11,0.82,True,91,True,True,True
5SB2_1K2,Minimal,200,4,0.915,True,36,False,True,True
5SD5_HWI,Minimal,200,40,0.25,True,2,False,False,False
5SIS_JSM,Minimal,200,37,0.345,True,11,False,True,True
6M2B_EZO,Minimal,201,26,0.23880597014925373,True,1,False,True,False
6M73_FNR,Minimal,200,23,0.635,True,13,False,True,True
6T88_MWQ,Minimal,200,3,0.865,True,29,False,True,True
6TW5_9M2,Minimal,200,67,0.12,True,1,False,False,True
6TW7_NZB,Minimal,200,54,0.205,True,8,False,False,True
6VTA_AKN,Minimal,203,201,0.009852216748768473,False,0,False,False,False
6WTN_RXT,Minimal,201,7,0.44776119402985076,True,25,False,True,True
6XBO_5MC,Minimal,200,10,0.6,True,42,False,True,True
6XCT_478,Minimal,201,48,0.5522388059701493,True,12,False,True,True
6XG5_TOP,Minimal,201,12,0.43283582089552236,True,57,False,True,True
6XHT_V2V,Minimal,200,90,0.245,False,0,False,True,False
6XM9_V55,Minimal,200,10,0.405,True,39,False,False,True
6YJA_2BA,Minimal,200,145,0.025,False,0,False,False,False
6YMS_OZH,Minimal,201,104,0.07462686567164178,True,1,False,True,False
6YQV_8K2,Minimal,203,3,0.9901477832512315,True,168,True,True,True
6YQW_82I,Minimal,200,9,0.43,True,44,False,True,True
6YR2_T1C,Minimal,200,69,0.195,True,3,False,True,True
6YRV_PJ8,Minimal,202,31,0.33663366336633666,True,14,False,True,True
6YSP_PAL,Minimal,200,5,0.89,True,50,False,True,True
6YT6_PKE,Minimal,202,24,0.5148514851485149,True,14,False,False,False
6YYO_Q1K,Minimal,201,10,0.25870646766169153,True,70,False,False,True
6Z0R_Q4H,Minimal,202,9,0.22277227722772278,True,55,True,True,True
6Z14_Q4Z,Minimal,200,13,0.8,True,70,False,True,True
6Z1C_7EY,Minimal,200,11,0.71,True,73,True,True,True
6Z2C_Q5E,Minimal,200,54,0.17,True,12,False,True,True
6Z4N_Q7B,Minimal,200,60,0.21,False,0,False,False,False
6ZAE_ACV,Minimal,201,51,0.1791044776119403,True,2,False,False,False
6ZC3_JOR,Minimal,201,22,0.4577114427860697,True,70,True,True,True
6ZCY_QF8,Minimal,202,45,0.5396039603960396,True,23,False,True,True
6ZK5_IMH,Minimal,202,6,0.5,True,22,False,False,False
6ZPB_3D1,Minimal,201,9,0.6318407960199005,True,29,False,True,True
7A1P_QW2,Minimal,201,13,0.4577114427860697,True,5,False,True,False
7A9E_R4W,Minimal,201,6,0.5174129353233831,True,22,False,True,False
7A9H_TPP,Minimal,200,20,0.345,True,19,False,False,True
7AFX_R9K,Minimal,200,17,0.41,True,37,False,True,True
7AKL_RK5,Minimal,202,9,0.6336633663366337,True,109,True,True,True
7AN5_RDH,Minimal,200,7,0.515,True,8,False,True,False
7B2C_TP7,Minimal,203,10,0.4187192118226601,True,1,False,True,False
7B94_ANP,Minimal,200,15,0.515,True,7,False,True,True
7BCP_GCO,Minimal,201,7,0.8308457711442786,False,0,False,True,False
7BJJ_TVW,Minimal,200,10,0.31,True,21,False,False,True
7BKA_4JC,Minimal,200,4,0.98,True,93,False,True,True
7BMI_U4B,Minimal,200,14,0.425,True,16,False,True,True
7BNH_BEZ,Minimal,200,6,0.35,True,79,False,False,True
7BTT_F8R,Minimal,200,63,0.175,True,10,False,True,True
7C0U_FGO,Minimal,200,127,0.045,False,0,False,False,False
7C3U_AZG,Minimal,201,9,0.5223880597014925,True,1,False,False,False
7C8Q_DSG,Minimal,201,4,0.8109452736318408,True,20,False,True,True
7CD9_FVR,Minimal,200,82,0.155,False,0,False,True,False
7CIJ_G0C,Minimal,203,9,0.7339901477832512,True,4,False,False,True
7CL8_TES,Minimal,200,7,0.465,True,7,False,False,True
7CNQ_G8X,Minimal,201,5,0.5920398009950248,True,34,False,False,True
7CNS_PMV,Minimal,203,8,0.7586206896551724,True,5,False,False,True
7CTM_BDP,Minimal,201,22,0.20398009950248755,True,8,False,True,True
7CUO_PHB,Minimal,200,4,0.965,True,180,True,True,True
7D5C_GV6,Minimal,201,23,0.46766169154228854,False,0,False,True,False
7D6O_MTE,Minimal,202,23,0.3069306930693069,True,1,False,False,True
7DKT_GLF,Minimal,201,6,0.6169154228855721,True,41,False,True,True
7DQL_4CL,Minimal,200,8,0.48,True,3,False,True,False
7DUA_HJ0,Minimal,201,18,0.8009950248756219,True,61,False,True,True
7E4L_MDN,Minimal,200,31,0.085,True,36,True,False,True
7EBG_J0L,Minimal,201,12,0.6716417910447762,True,9,False,False,True
7ECR_SIN,Minimal,200,3,0.5,True,86,False,False,True
7ED2_A3P,Minimal,201,21,0.22388059701492538,True,2,False,False,False
7ELT_TYM,Minimal,201,34,0.3582089552238806,True,4,False,False,True
7EPV_FDA,Minimal,200,149,0.03,False,0,False,False,False
7ES1_UDP,Minimal,202,17,0.8168316831683168,True,51,False,True,True
7F51_BA7,Minimal,202,18,0.4900990099009901,True,7,False,True,True
7F5D_EUO,Minimal,200,33,0.355,True,15,False,False,True
7F8T_FAD,Minimal,200,168,0.02,False,0,False,False,False
7FB7_8NF,Minimal,201,7,0.3482587064676617,True,54,True,True,True
7FHA_ADX,Minimal,200,16,0.545,True,22,False,True,True
7FRX_O88,Minimal,201,48,0.10945273631840796,True,8,False,False,True
7FT9_4MB,Minimal,203,19,0.49261083743842365,True,28,False,False,True
7JG0_GAR,Minimal,200,22,0.51,True,20,False,True,True
7JHQ_VAJ,Minimal,200,15,0.41,True,10,False,True,False
7JMV_4NC,Minimal,202,10,0.3712871287128713,True,27,False,False,False
7JXX_VP7,Minimal,201,49,0.44776119402985076,True,33,False,True,True
7JY3_VUD,Minimal,202,78,0.24257425742574257,True,6,False,False,True
7K0V_VQP,Minimal,200,7,0.515,True,58,False,True,True
7KB1_WBJ,Minimal,201,9,0.7860696517412935,False,0,False,True,False
7KC5_BJZ,Minimal,200,37,0.325,True,55,False,False,True
7KM8_WPD,Minimal,203,14,0.4187192118226601,True,8,False,False,True
7KQU_YOF,Minimal,200,4,0.41,True,9,False,True,True
7KRU_ATP,Minimal,200,3,0.99,True,19,False,True,True
7KZ9_XN7,Minimal,200,2,0.565,True,65,True,True,True
7L00_XCJ,Minimal,202,33,0.19801980198019803,True,7,False,False,True
7L03_F9F,Minimal,200,1,1.0,True,76,False,True,True
