arm,complex,n,moden,moden_echt,gross,eff_moden,p_agree,dmax_intra,hat_korrekte,n_korrekt,gross_richtig,wahl_gross,wahl_anteil,trifft
SigmaDock,6Z4N_Q7B,40,16,10,0.15,13.223851469642101,0.15897435897435896,1.9577275514602661,False,0,False,False,0.1,False
SigmaDock,6ZAE_ACV,40,12,7,0.25,8.796476976943119,0.14615384615384616,1.9904413223266602,False,0,False,True,0.25,False
SigmaDock,6ZC3_JOR,41,6,5,0.43902439024390244,4.142576165689255,0.33658536585365856,1.9726324081420898,True,17,True,True,0.43902439024390244,True
SigmaDock,6ZCY_QF8,41,9,5,0.4634146341463415,4.573825893476522,0.3353658536585366,1.6882884502410889,True,15,True,True,0.4634146341463415,True
SigmaDock,6ZK5_IMH,40,4,2,0.675,2.236178471782092,0.6461538461538462,1.281089425086975,True,5,False,False,0.275,False
SigmaDock,6ZPB_3D1,40,6,6,0.275,5.608480151737765,0.3243589743589744,1.990666389465332,True,6,False,True,0.275,False
SigmaDock,7A1P_QW2,40,5,4,0.45,3.5521339409209594,0.31666666666666665,1.9309858083724976,True,11,True,True,0.45,True
SigmaDock,7A9E_R4W,40,10,10,0.2,8.65068811287908,0.38461538461538464,1.9305732250213623,True,8,True,False,0.2,False
SigmaDock,7A9H_TPP,40,7,5,0.325,5.317756714080221,0.6076923076923076,1.8920732736587524,True,26,True,True,0.325,True
SigmaDock,7AFX_R9K,40,7,6,0.35,4.9210514111835995,0.4358974358974359,1.9469228982925415,True,23,True,False,0.325,True
SigmaDock,7AKL_RK5,41,5,3,0.4634146341463415,2.847154852355867,0.776829268292683,1.6657226085662842,True,36,True,True,0.4634146341463415,True
SigmaDock,7AN5_RDH,40,4,2,0.525,2.426353475907562,0.45,1.7955242395401,True,3,False,True,0.525,False
SigmaDock,7B2C_TP7,41,9,7,0.2682926829268293,7.31309143769587,0.3926829268292683,1.9465384483337402,False,0,False,True,0.2682926829268293,False
SigmaDock,7B94_ANP,40,2,2,0.875,1.4575692649810903,0.9961538461538462,1.7381802797317505,True,9,False,True,0.875,True
SigmaDock,7BCP_GCO,40,8,8,0.325,6.667656921500252,0.47307692307692306,1.943674087524414,False,0,False,True,0.325,False
SigmaDock,7BJJ_TVW,40,6,4,0.375,4.377210231062513,0.2743589743589744,1.5190869569778442,True,5,False,False,0.025,True
SigmaDock,7BKA_4JC,40,4,4,0.3,3.9500270260253876,0.8269230769230769,1.8836692571640015,True,1,False,False,0.275,False
SigmaDock,7BMI_U4B,40,6,6,0.225,5.823631655400605,0.26666666666666666,1.9341626167297363,True,2,False,False,0.175,False
SigmaDock,7BNH_BEZ,40,10,8,0.2,8.169459734655792,0.28846153846153844,1.7137682437896729,True,10,False,False,0.175,True
SigmaDock,7BTT_F8R,40,16,8,0.35,10.207866751986709,0.14743589743589744,1.9769253730773926,True,13,True,True,0.35,True
SigmaDock,7C0U_FGO,40,17,9,0.15,13.336665949369232,0.12051282051282051,1.9454752206802368,True,1,False,False,0.15,False
SigmaDock,7C3U_AZG,41,5,4,0.5609756097560976,3.341088419947457,0.4402439024390244,1.813952088356018,False,0,False,False,0.07317073170731707,False
SigmaDock,7C8Q_DSG,40,4,4,0.3,3.9500270260253885,0.46025641025641023,1.9455196857452393,True,2,False,False,0.275,True
SigmaDock,7CD9_FVR,40,20,8,0.15,15.725898255437583,0.1,1.9760626554489136,False,0,False,False,0.075,False
SigmaDock,7CIJ_G0C,40,5,3,0.4,3.3269120316284964,0.46923076923076923,1.9972082376480103,True,6,False,True,0.4,True
SigmaDock,7CL8_TES,40,4,4,0.6,2.8337730002729344,0.41923076923076924,1.3789550065994263,True,22,True,True,0.6,True
SigmaDock,7CNQ_G8X,40,3,2,0.825,1.708296705630345,0.8910256410256411,1.9675312042236328,True,3,False,False,0.15,True
SigmaDock,7CNS_PMV,40,4,3,0.55,2.67176717761376,0.8756410256410256,1.8105037212371826,False,0,False,False,0.35,False
SigmaDock,7CTM_BDP,40,13,8,0.325,8.807930973613246,0.16923076923076924,1.958552598953247,True,2,False,False,0.05,False
SigmaDock,7CUO_PHB,40,1,1,1.0,1.0,1.0,1.8904880285263062,True,40,True,True,1.0,True
SigmaDock,7D5C_GV6,40,4,2,0.85,1.7381886618574347,0.8871794871794871,1.8830844163894653,True,4,False,True,0.85,True
SigmaDock,7D6O_MTE,41,7,6,0.3170731707317073,5.241608444841689,0.34512195121951217,1.662437081336975,True,3,False,False,0.1951219512195122,True
SigmaDock,7DKT_GLF,40,2,2,0.85,1.5260902731141495,0.7384615384615385,1.564345121383667,True,18,True,True,0.85,True
SigmaDock,7DQL_4CL,40,3,3,0.575,2.306645017667931,0.46025641025641023,1.7919480800628662,True,2,False,True,0.575,False
SigmaDock,7DUA_HJ0,41,2,1,0.975609756097561,1.1214979894043937,0.9512195121951219,1.8066035509109497,True,21,True,True,0.975609756097561,True
SigmaDock,7E4L_MDN,40,20,11,0.125,17.076527254771964,0.1064102564102564,1.9216923713684082,True,4,False,False,0.05,True
SigmaDock,7EBG_J0L,40,2,2,0.8,1.6493848884661177,0.6717948717948717,1.600127935409546,True,8,False,False,0.2,True
SigmaDock,7ECR_SIN,40,4,3,0.525,2.5774803839496823,0.4756410256410256,1.930863857269287,True,20,True,True,0.525,True
SigmaDock,7ED2_A3P,40,13,9,0.225,9.801246282265312,0.16538461538461538,1.9623883962631226,True,2,False,False,0.15,True
SigmaDock,7ELT_TYM,40,7,6,0.375,4.8445481021959615,0.4576923076923077,1.995103120803833,True,3,False,False,0.2,True
SigmaDock,7EPV_FDA,40,22,10,0.1,18.819856463805003,0.08974358974358974,1.918035626411438,False,0,False,False,0.1,False
SigmaDock,7ES1_UDP,40,5,3,0.85,1.8629444806602689,0.8115384615384615,1.9715198278427124,True,20,True,True,0.85,True
SigmaDock,7F51_BA7,40,5,4,0.4,3.653515141706105,0.9576923076923077,1.8457080125808716,True,5,False,True,0.4,True
SigmaDock,7F5D_EUO,40,10,7,0.3,7.081686704312398,0.26794871794871794,1.9898158311843872,True,4,False,False,0.075,True
SigmaDock,7F8T_FAD,40,29,10,0.075,26.96574350062712,0.016666666666666666,1.9670554399490356,False,0,False,False,0.025,False
SigmaDock,7FB7_8NF,41,5,4,0.5121951219512195,3.409398168580163,0.3878048780487805,1.916694164276123,True,7,False,False,0.17073170731707318,True
SigmaDock,7FHA_ADX,40,5,3,0.725,2.4508383148079282,0.6807692307692308,1.9794528484344482,True,8,False,True,0.725,True
SigmaDock,7FRX_O88,40,14,10,0.2,11.285820037255988,0.1794871794871795,1.9951932430267334,True,10,False,False,0.15,False
SigmaDock,7FT9_4MB,40,8,7,0.275,6.421187047548078,0.42948717948717946,1.914568305015564,True,14,False,False,0.2,True
SigmaDock,7JG0_GAR,40,5,4,0.45,3.3181471590155964,0.7025641025641025,1.9371386766433716,True,23,False,True,0.45,True
SigmaDock,7JHQ_VAJ,40,6,6,0.325,4.687757378543314,0.3525641025641026,1.8565071821212769,True,7,False,False,0.325,True
SigmaDock,7JMV_4NC,40,4,4,0.375,3.5957295452565154,0.35,1.7036857604980469,True,14,True,True,0.375,True
SigmaDock,7JXX_VP7,40,7,4,0.725,2.8523430377799945,0.6038461538461538,1.9856430292129517,True,7,False,True,0.725,True
SigmaDock,7JY3_VUD,40,16,5,0.2,10.549574164219456,0.12435897435897436,1.4914816617965698,True,3,False,True,0.2,False
SigmaDock,7K0V_VQP,40,2,2,0.6,1.9601317042077895,0.8615384615384616,1.4072386026382446,True,29,True,False,0.4,True
SigmaDock,7KB1_WBJ,40,6,5,0.575,3.5631064735326405,0.5192307692307693,1.6343499422073364,True,5,False,True,0.575,True
SigmaDock,7KC5_BJZ,40,7,6,0.35,5.06302518580548,0.7282051282051282,1.7732117176055908,True,31,True,True,0.35,True
SigmaDock,7KM8_WPD,40,5,4,0.45,3.4944721787832242,0.517948717948718,1.9302383661270142,True,1,False,True,0.45,True
SigmaDock,7KQU_YOF,40,4,4,0.425,3.668633733939243,0.44358974358974357,1.8105578422546387,True,5,False,False,0.15,True
SigmaDock,7KRU_ATP,40,1,1,1.0,1.0,1.0,1.3570261001586914,True,9,False,True,1.0,True
SigmaDock,7KZ9_XN7,40,3,3,0.475,2.477395300794179,0.491025641025641,1.5979924201965332,True,19,True,False,0.45,False
SigmaDock,7L00_XCJ,42,7,7,0.3333333333333333,5.9878210931530855,0.3403019744483159,1.9701019525527954,True,12,True,True,0.3333333333333333,False
SigmaDock,7L03_F9F,40,2,2,0.575,1.97754189985451,0.9987179487179487,1.7256609201431274,True,34,True,True,0.575,True
SigmaDock,7L5F_XNG,40,7,6,0.35,5.386182719605116,0.6717948717948717,1.8494131565093994,True,1,False,False,0.075,False
SigmaDock,7L7C_XQ1,40,7,6,0.55,4.198536394060437,0.4987179487179487,1.9734174013137817,True,28,True,True,0.55,True
SigmaDock,7LCU_XTA,41,9,7,0.21951219512195122,7.33531084499113,0.35609756097560974,1.9233818054199219,True,6,False,False,0.17073170731707318,False
SigmaDock,7LEV_0JO,40,3,2,0.575,2.1747958347599017,0.5051282051282051,1.7548216581344604,True,12,True,True,0.575,True
SigmaDock,7LJN_GTP,40,14,8,0.2,10.463736022836176,0.21025641025641026,1.9490808248519897,True,1,False,False,0.025,False
SigmaDock,7LMO_NYO,40,11,7,0.325,6.611255400351434,0.2935897435897436,1.9716659784317017,True,10,False,False,0.3,True
SigmaDock,7LOE_Y84,40,4,4,0.3,3.9079997032861695,0.2423076923076923,1.673980712890625,True,9,False,False,0.225,True
SigmaDock,7LOU_IFM,41,5,4,0.6341463414634146,3.063836853853049,0.44878048780487806,1.850521206855774,True,20,True,True,0.6341463414634146,True
SigmaDock,7LT0_ONJ,40,4,4,0.475,3.098021790069055,0.6794871794871795,1.8587356805801392,True,11,False,True,0.475,True
SigmaDock,7LZD_YHY,40,11,10,0.175,9.262287156048725,0.20384615384615384,1.9097206592559814,True,1,False,False,0.05,True
SigmaDock,7M31_TDR,40,12,9,0.275,9.100731115167191,0.2141025641025641,1.968681812286377,True,5,False,False,0.15,True
SigmaDock,7M3H_YPV,41,6,4,0.3170731707317073,4.376071216894285,0.524390243902439,1.8173288106918335,True,15,False,False,0.2926829268292683,True
SigmaDock,7M6K_YRJ,40,21,13,0.1,18.98041122505421,0.05512820512820513,1.9717113971710205,False,0,False,False,0.05,False
SigmaDock,7MFP_Z7P,40,29,8,0.1,26.047191283724786,0.04230769230769231,1.944305658340454,False,0,False,False,0.05,False
SigmaDock,7MGT_ZD4,41,4,4,0.6585365853658537,2.494061922713634,0.5719512195121951,1.7619112730026245,True,3,False,False,0.24390243902439024,True
SigmaDock,7MGY_ZD1,40,10,5,0.475,5.1767879103338865,0.4935897435897436,1.9302486181259155,True,6,False,True,0.475,True
SigmaDock,7MMH_ZJY,40,21,8,0.225,15.548408044879432,0.1794871794871795,1.889357089996338,False,0,False,False,0.025,False
SigmaDock,7MOI_HPS,40,6,6,0.275,5.500060927821253,0.6410256410256411,1.7991303205490112,True,34,True,False,0.175,True
SigmaDock,7MSR_DCA,41,18,8,0.17073170731707318,13.739043854723183,0.24146341463414633,1.9315828084945679,True,4,False,False,0.0975609756097561,False
SigmaDock,7MWN_WI5,40,10,7,0.275,7.620803292541638,0.3076923076923077,1.9934518337249756,False,0,False,False,0.075,False
SigmaDock,7MWU_ZPM,40,4,4,0.475,3.2553639162105736,0.9141025641025641,1.7844089269638062,True,12,False,False,0.2,True
SigmaDock,7MY1_IPE,41,9,7,0.2926829268292683,6.454376343359735,0.526829268292683,1.9133981466293335,True,13,False,False,0.04878048780487805,False
SigmaDock,7MYU_ZR7,40,7,4,0.575,3.6575560427166214,0.41794871794871796,1.7393782138824463,True,17,True,True,0.575,True
SigmaDock,7N03_ZRP,40,10,4,0.45,5.24880029408619,0.37564102564102564,1.720198154449463,True,19,True,False,0.125,True
SigmaDock,7N4N_0BK,40,4,3,0.675,2.428850543346478,0.8589743589743589,1.7968218326568604,True,11,False,True,0.675,True
SigmaDock,7N4W_P4V,40,13,11,0.2,10.642526637477026,0.13333333333333333,1.7614408731460571,True,7,True,True,0.2,True
SigmaDock,7N6F_0I1,40,7,3,0.425,4.115424466083296,0.4641025641025641,1.9434105157852173,False,0,False,True,0.425,False
SigmaDock,7N7B_T3F,40,21,12,0.1,18.57527329858289,0.09487179487179487,1.9870842695236206,False,0,False,False,0.05,False
SigmaDock,7N7H_CTP,40,4,3,0.65,2.6164501851948714,0.8948717948717949,1.9265135526657104,True,1,False,True,0.65,True
SigmaDock,7NF0_BYN,40,3,2,0.85,1.6327949981247791,0.732051282051282,1.701724886894226,False,0,False,False,0.125,False
SigmaDock,7NF3_4LU,40,3,2,0.825,1.708296705630345,0.6961538461538461,1.823895812034607,False,0,False,True,0.825,False
SigmaDock,7NFB_GEN,40,2,2,0.725,1.8006879338394017,0.591025641025641,1.173071026802063,True,29,True,True,0.725,True
SigmaDock,7NGW_UAW,40,2,2,0.675,1.8787018413051881,0.9935897435897436,1.730067253112793,False,0,False,True,0.675,False
SigmaDock,7NLV_UJE,40,1,1,1.0,1.0,1.0,1.62217116355896,True,23,True,True,1.0,True
SigmaDock,7NP6_UK8,40,4,3,0.8,2.0042408770177578,0.7705128205128206,1.6007274389266968,True,2,False,True,0.8,True
SigmaDock,7NPL_UKZ,40,4,3,0.625,2.697781678756628,0.4935897435897436,1.9757837057113647,True,15,True,True,0.625,True
SigmaDock,7NR8_UOE,40,14,4,0.4,7.382880053100384,0.38846153846153847,1.8646583557128906,True,13,True,True,0.4,True
SigmaDock,7NSW_HC4,40,1,1,1.0,1.0,1.0,1.9642664194107056,True,33,True,True,1.0,True
SigmaDock,7NU0_DCL,40,2,2,0.825,1.589987953549394,0.9987179487179487,1.8474313020706177,True,23,True,True,0.825,True
SigmaDock,7NUT_GLP,42,5,5,0.40476190476190477,4.034489597768076,0.2868757259001161,1.8839640617370605,True,1,False,False,0.11904761904761904,False
SigmaDock,7NXO_UU8,40,21,9,0.15,17.252038905852306,0.08333333333333333,1.986961841583252,True,3,False,False,0.075,True
SigmaDock,7O0N_CDP,40,3,3,0.675,2.296037023507567,0.841025641025641,1.919512391090393,False,0,False,False,0.225,False
SigmaDock,7O1T_5X8,40,5,4,0.275,4.315777092407955,0.49230769230769234,1.8772989511489868,True,3,False,False,0.25,True
SigmaDock,7ODY_DGI,40,5,4,0.35,4.014395727896393,0.4217948717948718,1.79697847366333,True,6,False,False,0.325,True
SigmaDock,7OEO_V9Z,40,27,10,0.075,24.510220062248614,0.035897435897435895,1.8919326066970825,True,3,False,False,0.05,False
SigmaDock,7OFF_VCB,40,11,9,0.25,8.97528232576235,0.25384615384615383,1.9682574272155762,True,1,False,False,0.025,False
SigmaDock,7OFK_VCH,40,9,8,0.2,7.794273653048498,0.39487179487179486,1.9101383686065674,True,9,True,False,0.15,False
SigmaDock,7OLI_8HG,41,7,4,0.3902439024390244,4.491189154002835,0.3304878048780488,1.8213154077529907,True,10,False,False,0.2682926829268293,True
SigmaDock,7OMX_CNA,40,17,8,0.225,12.365193797018732,0.19615384615384615,1.975542426109314,False,0,False,False,0.125,False
SigmaDock,7OP9_06K,40,4,3,0.5,3.0678945567467557,0.391025641025641,1.6800819635391235,False,0,False,True,0.5,False
SigmaDock,7OPG_06N,40,5,3,0.75,2.3038004721519827,0.5782051282051283,1.5390563011169434,True,5,False,False,0.15,True
SigmaDock,7OSO_0V1,40,9,8,0.3,6.838235509048004,0.38333333333333336,1.898942470550537,True,13,True,False,0.125,False
SigmaDock,7OZ9_NGK,40,12,7,0.2,9.275729086296096,0.2128205128205128,1.9536181688308716,False,0,False,True,0.2,False
SigmaDock,7OZC_G6S,40,5,5,0.475,3.7394311754677916,0.38333333333333336,1.990613579750061,False,0,False,False,0.05,False
SigmaDock,7P1F_KFN,40,3,2,0.8,1.778475356177588,0.6705128205128205,1.895840048789978,True,21,True,True,0.8,True
SigmaDock,7P1M_4IU,40,14,7,0.25,9.82927585175233,0.367948717948718,1.8306217193603516,False,0,False,False,0.15,False
SigmaDock,7P2I_MFU,40,3,3,0.625,2.4602329762891006,0.6602564102564102,1.9952884912490845,True,4,False,False,0.25,True
SigmaDock,7P4C_5OV,40,4,3,0.825,1.8794401139606915,0.6884615384615385,1.9046506881713867,True,11,False,True,0.825,True
SigmaDock,7P5T_5YG,40,4,4,0.525,3.2017548785174506,0.47692307692307695,1.97208571434021,True,15,True,True,0.525,True
SigmaDock,7PGX_FMN,40,8,6,0.275,6.114001851311977,0.3294871794871795,1.8921055793762207,True,8,False,False,0.25,False
SigmaDock,7PIH_7QW,40,2,2,0.625,1.9378192408783848,0.7243589743589743,1.7769482135772705,True,16,False,True,0.625,False
SigmaDock,7PJQ_OWH,40,2,2,0.65,1.9106560008522477,0.5333333333333333,1.9773125648498535,True,8,False,False,0.35,False
SigmaDock,7PK0_BYC,40,37,3,0.05,36.05001850443324,0.0038461538461538464,1.9537252187728882,False,0,False,False,0.025,False
SigmaDock,7PL1_SFG,40,3,1,0.95,1.2625993881725737,0.9192307692307692,1.9029744863510132,True,7,False,True,0.95,True
SigmaDock,7POM_7VZ,40,3,1,0.95,1.2625993881725737,0.9423076923076923,1.8565690517425537,True,28,True,True,0.95,True
SigmaDock,7PRI_7TI,40,9,5,0.325,6.101629105200629,0.30512820512820515,1.9882274866104126,True,11,True,True,0.325,True
SigmaDock,7PRM_81I,40,3,2,0.775,1.8434725755788737,0.6410256410256411,1.9533253908157349,True,25,True,True,0.775,True
SigmaDock,7PT3_3KK,41,26,11,0.0975609756097561,23.26743737602935,0.04390243902439024,1.996538519859314,False,0,False,False,0.04878048780487805,False
SigmaDock,7PUV_84Z,40,4,4,0.85,1.7994857526397827,0.7282051282051282,1.7981222867965698,True,32,True,True,0.85,True
SigmaDock,7Q25_8J9,40,30,6,0.15,25.70868155589707,0.04358974358974359,1.990610122680664,False,0,False,False,0.025,False
SigmaDock,7Q27_8KC,40,31,7,0.1,28.284271247461923,0.03076923076923077,1.8548349142074585,False,0,False,False,0.05,False
SigmaDock,7Q2B_M6H,40,2,2,0.575,1.97754189985451,0.9794871794871794,1.7864532470703125,True,28,True,False,0.425,True
SigmaDock,7Q5I_I0F,40,2,2,0.95,1.2195906179141718,0.9974358974358974,1.798034429550171,True,8,False,True,0.95,True
SigmaDock,7QE4_NGA,40,11,6,0.375,6.846259600351718,0.40512820512820513,1.904931902885437,True,16,True,True,0.375,True
SigmaDock,7QF4_RBF,40,6,4,0.625,3.278194407893471,0.41923076923076924,1.6618444919586182,False,0,False,True,0.625,False
SigmaDock,7QFM_AY3,40,5,5,0.45,3.611449317527608,0.791025641025641,1.6995657682418823,True,14,False,False,0.125,True
SigmaDock,7QGP_DJ8,40,1,1,1.0,1.0,1.0,1.8440638780593872,True,32,True,True,1.0,True
SigmaDock,7QHG_T3B,40,15,9,0.25,10.879515440512776,0.2,1.9205656051635742,True,2,False,False,0.175,True
SigmaDock,7QHL_D5P,40,5,2,0.825,1.9457184264439453,0.7243589743589743,1.9335588216781616,True,19,True,True,0.825,True
SigmaDock,7QPP_VDX,40,3,3,0.5,2.568567607415556,0.7871794871794872,1.9027446508407593,True,15,False,True,0.5,True
SigmaDock,7QTA_URI,40,10,7,0.2,8.09711438557791,0.3076923076923077,1.9399936199188232,True,3,False,False,0.15,True
SigmaDock,7R3D_APR,40,7,6,0.425,5.0128921235480695,0.5256410256410257,1.8563367128372192,True,4,False,True,0.425,True
SigmaDock,7R59_I5F,40,3,3,0.55,2.5961194854558647,0.7730769230769231,1.1711421012878418,True,14,True,True,0.55,True
SigmaDock,7R6J_2I7,40,22,8,0.125,18.06431345687191,0.10897435897435898,1.9685111045837402,False,0,False,False,0.075,False
SigmaDock,7R7R_AWJ,40,5,4,0.475,3.040192184659683,0.6423076923076924,1.9078938961029053,True,8,False,True,0.475,True
SigmaDock,7R9N_F97,40,6,2,0.475,2.9628607398861666,0.3935897435897436,1.5891059637069702,True,19,True,True,0.475,True
SigmaDock,7RC3_SAH,40,1,1,1.0,1.0,1.0,1.3183197975158691,True,14,False,True,1.0,True
SigmaDock,7RH3_59O,41,14,9,0.17073170731707318,11.128599223233733,0.24878048780487805,1.910814642906189,False,0,False,False,0.12195121951219512,False
SigmaDock,7RKW_5TV,40,9,6,0.3,6.145825903109113,0.4717948717948718,1.825823187828064,True,4,False,True,0.3,True
SigmaDock,7RNI_60I,40,20,10,0.15,16.28047085975285,0.15897435897435896,1.996710181236267,True,5,True,True,0.15,False
SigmaDock,7ROR_69X,40,4,3,0.7,2.358561895548044,0.7756410256410257,1.7860466241836548,True,1,False,True,0.7,True
SigmaDock,7ROU_66I,40,6,4,0.775,2.400864140120183,0.658974358974359,1.696863055229187,True,1,False,True,0.775,True
SigmaDock,7RSV_7IQ,40,3,2,0.925,1.36905815578532,0.8551282051282051,1.8142725229263306,True,26,True,True,0.925,True
SigmaDock,7RWS_4UR,41,23,14,0.07317073170731707,21.19799137492478,0.05,1.9738389253616333,False,0,False,False,0.024390243902439025,False
SigmaDock,7RZL_NPO,40,5,5,0.425,3.4008236568142536,0.7064102564102565,1.9221738576889038,False,0,False,False,0.4,False
SigmaDock,7SCW_GSP,40,2,2,0.95,1.2195906179141718,0.9217948717948717,1.6307225227355957,True,19,False,True,0.95,True
SigmaDock,7SDD_4IP,40,35,5,0.05,33.63585661014861,0.007692307692307693,1.8855029344558716,True,2,False,False,0.05,True
SigmaDock,7SFO_98L,40,3,3,0.8,1.8457200132750964,0.6564102564102564,1.7322545051574707,True,2,False,True,0.8,False
SigmaDock,7SIU_9ID,40,10,5,0.325,6.727230486173694,0.3576923076923077,1.994993805885315,True,16,True,False,0.175,True
SigmaDock,7SUC_COM,40,6,5,0.425,4.373491874391523,0.7294871794871794,1.8219414949417114,False,0,False,False,0.075,False
SigmaDock,7SZA_DUI,40,3,3,0.6,2.377483779900737,0.5461538461538461,1.291447639465332,True,9,False,False,0.075,True
SigmaDock,7T0D_FPP,41,8,8,0.3902439024390244,5.682329217639078,0.348780487804878,1.9571104049682617,False,0,False,True,0.3902439024390244,False
SigmaDock,7T1D_E7K,40,5,3,0.625,2.67247097842898,0.47307692307692306,1.9759029150009155,True,18,True,True,0.625,True
SigmaDock,7T3E_SLB,40,15,8,0.3,10.12480896255948,0.2782051282051282,1.8540138006210327,True,10,True,True,0.3,True
SigmaDock,7TB0_UD1,40,31,7,0.075,28.525568221537057,0.028205128205128206,1.8433823585510254,False,0,False,False,0.05,False
SigmaDock,7TBU_S3P,40,8,6,0.3,6.346482995610326,0.5217948717948718,1.8774696588516235,True,15,True,True,0.3,True
SigmaDock,7TE8_P0T,40,8,6,0.2,6.687422179804115,0.23974358974358975,1.8514831066131592,True,1,False,True,0.2,False
SigmaDock,7TH4_FFO,41,23,14,0.0975609756097561,21.02303356005032,0.046341463414634146,1.9407988786697388,False,0,False,False,0.024390243902439025,False
SigmaDock,7THI_PGA,40,3,3,0.4,2.9648137788644586,0.9294871794871795,1.8844325542449951,False,0,False,False,0.325,False
SigmaDock,7TM6_GPJ,40,2,2,0.575,1.97754189985451,0.9961538461538462,1.9715361595153809,True,8,False,False,0.425,False
SigmaDock,7TOM_5AD,41,7,7,0.21951219512195122,6.738512020227063,0.21341463414634146,1.8635653257369995,True,8,True,True,0.21951219512195122,True
SigmaDock,7TS6_KMI,40,13,5,0.275,7.99923127671014,0.18076923076923077,1.895235538482666,False,0,False,False,0.025,False
SigmaDock,7TSF_H4B,40,8,7,0.275,6.116151494007993,0.3128205128205128,1.5997591018676758,False,0,False,False,0.15,False
SigmaDock,7TUO_KL9,40,7,7,0.425,5.3819904264372145,0.4653846153846154,1.993764042854309,True,11,False,False,0.15,True
