arm,complex,seed,rmsd,flag2a
SigmaDock,5SB2_1K2,36,0.7050059964283991,True
SigmaDock,5SB2_1K2,37,0.4307000402445611,True
SigmaDock,5SB2_1K2,38,0.5201397049511475,True
SigmaDock,5SB2_1K2,39,0.5633475158964193,True
SigmaDock,5SB2_1K2,4,1.4023286649950029,True
SigmaDock,5SB2_1K2,5,0.7790140602068746,True
SigmaDock,5SB2_1K2,6,0.6427818313134457,True
SigmaDock,5SB2_1K2,7,0.5674495031865538,True
SigmaDock,5SB2_1K2,8,0.3957729441653806,True
SigmaDock,5SB2_1K2,9,0.593414719511855,True
SigmaDock,5SD5_HWI,0,1.5652354943453783,True
SigmaDock,5SD5_HWI,1,4.440928891028589,False
SigmaDock,5SD5_HWI,10,1.1026670925064155,True
SigmaDock,5SD5_HWI,11,5.027010513286167,False
SigmaDock,5SD5_HWI,12,2.8377578245314834,False
SigmaDock,5SD5_HWI,13,1.8836592599475646,True
SigmaDock,5SD5_HWI,14,3.261601674606067,False
SigmaDock,5SD5_HWI,15,3.1531717721728363,False
SigmaDock,5SD5_HWI,16,2.2887692260252015,False
SigmaDock,5SD5_HWI,17,4.67086761223592,False
SigmaDock,5SD5_HWI,18,2.7069744251240837,False
SigmaDock,5SD5_HWI,19,1.5096943050921223,True
SigmaDock,5SD5_HWI,2,4.425038377234711,False
SigmaDock,5SD5_HWI,20,4.643118551629149,False
SigmaDock,5SD5_HWI,21,4.801669664994058,False
SigmaDock,5SD5_HWI,22,2.9737529149150093,False
SigmaDock,5SD5_HWI,23,2.297874233075971,False
SigmaDock,5SD5_HWI,24,4.194747752804115,False
SigmaDock,5SD5_HWI,25,4.837022922461066,False
SigmaDock,5SD5_HWI,26,5.231543540736395,False
SigmaDock,5SD5_HWI,27,2.97503872794265,False
SigmaDock,5SD5_HWI,28,4.491309022990959,False
SigmaDock,5SD5_HWI,29,2.473392448119342,False
SigmaDock,5SD5_HWI,3,2.9506156918572914,False
SigmaDock,5SD5_HWI,30,1.8062442490542023,True
SigmaDock,5SD5_HWI,31,0.9173088300322703,True
SigmaDock,5SD5_HWI,32,4.365467462427963,False
SigmaDock,5SD5_HWI,33,4.508392703078606,False
SigmaDock,5SD5_HWI,34,1.763327248756423,True
SigmaDock,5SD5_HWI,35,1.316648491173838,True
SigmaDock,5SD5_HWI,36,5.257896511815872,False
SigmaDock,5SD5_HWI,37,4.59528339263431,False
SigmaDock,5SD5_HWI,38,2.4667411991923887,False
SigmaDock,5SD5_HWI,39,2.589279655651821,False
SigmaDock,5SD5_HWI,4,1.9830768696736099,True
SigmaDock,5SD5_HWI,5,2.0394101672652383,False
SigmaDock,5SD5_HWI,6,2.2730035514331224,False
SigmaDock,5SD5_HWI,7,4.7358118646011,False
SigmaDock,5SD5_HWI,8,2.643214354753018,False
SigmaDock,5SD5_HWI,9,1.440464511047116,True
SigmaDock,5SIS_JSM,0,1.9785592768950604,True
SigmaDock,5SIS_JSM,1,2.5683738007978905,False
SigmaDock,5SIS_JSM,10,1.6368554448049162,True
SigmaDock,5SIS_JSM,11,0.9495800634359386,True
SigmaDock,5SIS_JSM,12,1.7755778119389751,True
SigmaDock,5SIS_JSM,13,1.8073753884258523,True
SigmaDock,5SIS_JSM,14,1.234382874152101,True
SigmaDock,5SIS_JSM,15,1.7433996771753175,True
SigmaDock,5SIS_JSM,16,1.2586497064066318,True
SigmaDock,5SIS_JSM,17,1.87538695515419,True
SigmaDock,5SIS_JSM,18,1.3899844421341563,True
SigmaDock,5SIS_JSM,19,1.399210955324466,True
SigmaDock,5SIS_JSM,2,1.9731034294829817,True
SigmaDock,5SIS_JSM,20,1.2699248748695737,True
SigmaDock,5SIS_JSM,21,1.2383028183768314,True
SigmaDock,5SIS_JSM,22,1.3402866231472672,True
SigmaDock,5SIS_JSM,23,1.8603458553619818,True
SigmaDock,5SIS_JSM,24,1.4370104430509558,True
SigmaDock,5SIS_JSM,25,1.376053457241943,True
SigmaDock,5SIS_JSM,26,1.325107107345479,True
SigmaDock,5SIS_JSM,27,1.910071389863479,True
SigmaDock,5SIS_JSM,28,1.267223559351309,True
SigmaDock,5SIS_JSM,29,1.5172165698038975,True
SigmaDock,5SIS_JSM,3,1.2403493331013646,True
SigmaDock,5SIS_JSM,30,1.1477885422901315,True
SigmaDock,5SIS_JSM,31,1.5619279372781585,True
SigmaDock,5SIS_JSM,32,1.2024085612324118,True
SigmaDock,5SIS_JSM,33,1.4666357141857018,True
SigmaDock,5SIS_JSM,34,1.9105208986196685,True
SigmaDock,5SIS_JSM,35,1.7347161015026367,True
SigmaDock,5SIS_JSM,36,1.536507261819807,True
SigmaDock,5SIS_JSM,37,1.6709509289249034,True
SigmaDock,5SIS_JSM,38,1.525314087532467,True
SigmaDock,5SIS_JSM,39,1.3600591978154855,True
SigmaDock,5SIS_JSM,4,1.1016224080872725,True
SigmaDock,5SIS_JSM,5,1.1847321439095428,True
SigmaDock,5SIS_JSM,6,1.4198296718929007,True
SigmaDock,5SIS_JSM,7,1.032633558099146,True
SigmaDock,5SIS_JSM,8,1.4422461057973075,True
SigmaDock,5SIS_JSM,9,1.6985352506829232,True
SigmaDock,6M2B_EZO,0,1.7216261572129998,True
SigmaDock,6M2B_EZO,1,0.5702327700158947,True
SigmaDock,6M2B_EZO,10,1.7550394828607132,True
SigmaDock,6M2B_EZO,11,1.3312118083911373,True
SigmaDock,6M2B_EZO,12,2.187459841185662,False
SigmaDock,6M2B_EZO,13,2.2226608936137784,False
SigmaDock,6M2B_EZO,14,1.6859943393736532,True
SigmaDock,6M2B_EZO,15,1.6759433563220447,True
SigmaDock,6M2B_EZO,16,2.1358295783137753,False
SigmaDock,6M2B_EZO,17,2.7033409573340914,False
SigmaDock,6M2B_EZO,18,2.3464376051367744,False
SigmaDock,6M2B_EZO,19,1.4177467773900951,True
SigmaDock,6M2B_EZO,19,1.5181458156580354,True
SigmaDock,6M2B_EZO,2,1.51552071091094,True
SigmaDock,6M2B_EZO,20,2.6850403244644205,False
SigmaDock,6M2B_EZO,21,1.721289501972286,True
SigmaDock,6M2B_EZO,22,2.516984026250465,False
SigmaDock,6M2B_EZO,23,1.7598154189573405,True
SigmaDock,6M2B_EZO,24,1.770090287979684,True
SigmaDock,6M2B_EZO,25,2.283688102521883,False
SigmaDock,6M2B_EZO,26,2.74127233065232,False
SigmaDock,6M2B_EZO,27,2.647761209399367,False
SigmaDock,6M2B_EZO,28,1.7254143087386287,True
SigmaDock,6M2B_EZO,29,2.1947235191704673,False
SigmaDock,6M2B_EZO,3,1.6852492161101875,True
SigmaDock,6M2B_EZO,30,2.4009061294436322,False
SigmaDock,6M2B_EZO,31,2.2265908662347464,False
SigmaDock,6M2B_EZO,32,1.6989797081778228,True
SigmaDock,6M2B_EZO,33,1.2348848088789495,True
SigmaDock,6M2B_EZO,34,0.5022536024758809,True
SigmaDock,6M2B_EZO,35,2.0624462509360093,False
SigmaDock,6M2B_EZO,36,1.6348240782420598,True
SigmaDock,6M2B_EZO,37,1.58482205146193,True
SigmaDock,6M2B_EZO,38,3.1960175704773595,False
SigmaDock,6M2B_EZO,39,1.4558064768368084,True
SigmaDock,6M2B_EZO,4,1.671375338097341,True
SigmaDock,6M2B_EZO,5,0.8731760255526945,True
SigmaDock,6M2B_EZO,6,0.8293832120316881,True
SigmaDock,6M2B_EZO,7,1.6923438277135059,True
SigmaDock,6M2B_EZO,8,1.3254135983910835,True
SigmaDock,6M2B_EZO,9,1.2892900160941294,True
SigmaDock,6M73_FNR,0,0.8072466445649,True
SigmaDock,6M73_FNR,1,2.016938033097407,False
SigmaDock,6M73_FNR,10,1.0593445592257922,True
SigmaDock,6M73_FNR,11,1.322871208955683,True
SigmaDock,6M73_FNR,12,2.2529545117324234,False
SigmaDock,6M73_FNR,13,4.6930674713501785,False
SigmaDock,6M73_FNR,14,4.7473327520524276,False
SigmaDock,6M73_FNR,15,1.4250735102714585,True
SigmaDock,6M73_FNR,16,1.2713194499695848,True
SigmaDock,6M73_FNR,17,4.689914319700204,False
SigmaDock,6M73_FNR,18,1.352198380296848,True
SigmaDock,6M73_FNR,19,1.4339488129164568,True
SigmaDock,6M73_FNR,2,4.580123308876751,False
SigmaDock,6M73_FNR,20,4.29312726774979,False
SigmaDock,6M73_FNR,21,1.088914343027776,True
SigmaDock,6M73_FNR,22,1.3702172360144091,True
SigmaDock,6M73_FNR,23,1.1325530953871288,True
SigmaDock,6M73_FNR,24,1.1335209308368153,True
SigmaDock,6M73_FNR,25,1.6646234025322555,True
SigmaDock,6M73_FNR,26,1.1665627050607734,True
SigmaDock,6M73_FNR,27,1.1750228265456057,True
SigmaDock,6M73_FNR,28,0.8357940201948969,True
SigmaDock,6M73_FNR,29,1.0602700876237507,True
SigmaDock,6M73_FNR,3,1.2289396986440084,True
SigmaDock,6M73_FNR,30,1.0544320210884977,True
SigmaDock,6M73_FNR,31,0.9901548994166057,True
SigmaDock,6M73_FNR,32,1.1141751253730265,True
SigmaDock,6M73_FNR,33,4.629173061908224,False
SigmaDock,6M73_FNR,34,1.080790990954787,True
SigmaDock,6M73_FNR,35,4.000726200127558,False
SigmaDock,6M73_FNR,36,0.9183798797602146,True
SigmaDock,6M73_FNR,37,1.3075896015681034,True
SigmaDock,6M73_FNR,38,1.2243000924820726,True
SigmaDock,6M73_FNR,39,1.072290922699258,True
SigmaDock,6M73_FNR,4,1.1621495642461082,True
SigmaDock,6M73_FNR,5,0.9475314486226993,True
SigmaDock,6M73_FNR,6,1.3079625016820815,True
SigmaDock,6M73_FNR,7,4.546436817957269,False
SigmaDock,6M73_FNR,8,4.446056214146964,False
SigmaDock,6M73_FNR,9,0.8630338549783025,True
SigmaDock,6T88_MWQ,0,0.7303375609949149,True
SigmaDock,6T88_MWQ,1,4.890187393239648,False
SigmaDock,6T88_MWQ,10,0.6192263754072488,True
SigmaDock,6T88_MWQ,11,1.3431718054664492,True
SigmaDock,6T88_MWQ,12,2.2841624475943036,False
SigmaDock,6T88_MWQ,13,0.7499873758937549,True
SigmaDock,6T88_MWQ,14,1.5227138877674948,True
SigmaDock,6T88_MWQ,15,0.7843805517731812,True
SigmaDock,6T88_MWQ,16,1.3147833376644227,True
SigmaDock,6T88_MWQ,17,1.6448359070132195,True
SigmaDock,6T88_MWQ,18,1.4218046208955715,True
SigmaDock,6T88_MWQ,19,0.5654359521643456,True
SigmaDock,6T88_MWQ,2,1.4249913943599797,True
SigmaDock,6T88_MWQ,20,1.5962440493232852,True
SigmaDock,6T88_MWQ,21,4.936855877276549,False
SigmaDock,6T88_MWQ,22,1.254924541556185,True
SigmaDock,6T88_MWQ,23,1.2363836524315583,True
SigmaDock,6T88_MWQ,24,2.004130875466969,False
SigmaDock,6T88_MWQ,25,1.2899560775468286,True
SigmaDock,6T88_MWQ,26,1.4990898028470476,True
SigmaDock,6T88_MWQ,27,0.7607223396220202,True
SigmaDock,6T88_MWQ,28,2.11170666073676,False
SigmaDock,6T88_MWQ,29,0.9345724204148123,True
SigmaDock,6T88_MWQ,3,0.8924303603082991,True
SigmaDock,6T88_MWQ,30,0.5022887993973191,True
SigmaDock,6T88_MWQ,31,1.3593330302026803,True
SigmaDock,6T88_MWQ,32,1.346036378780307,True
SigmaDock,6T88_MWQ,33,1.0953843663299196,True
SigmaDock,6T88_MWQ,34,0.9328689264843166,True
SigmaDock,6T88_MWQ,35,1.286416430243333,True
SigmaDock,6T88_MWQ,36,0.41093075694087466,True
SigmaDock,6T88_MWQ,37,1.4658237175731619,True
SigmaDock,6T88_MWQ,38,1.211656089408212,True
SigmaDock,6T88_MWQ,39,1.447818308697607,True
SigmaDock,6T88_MWQ,4,0.6582633431993616,True
SigmaDock,6T88_MWQ,5,0.7263062026445876,True
SigmaDock,6T88_MWQ,6,0.7191637984492825,True
SigmaDock,6T88_MWQ,7,0.6230655543359781,True
SigmaDock,6T88_MWQ,8,1.2489149698838589,True
SigmaDock,6T88_MWQ,9,1.1327962795666302,True
SigmaDock,6TW5_9M2,0,6.579835751087585,False
SigmaDock,6TW5_9M2,1,4.5983152371977685,False
SigmaDock,6TW5_9M2,10,7.04280544204624,False
SigmaDock,6TW5_9M2,11,7.881976905737585,False
SigmaDock,6TW5_9M2,12,1.2471680499590707,True
SigmaDock,6TW5_9M2,13,6.9419763672565455,False
SigmaDock,6TW5_9M2,14,2.446311375151077,False
SigmaDock,6TW5_9M2,15,6.9826176323320785,False
SigmaDock,6TW5_9M2,16,2.9575064807825817,False
SigmaDock,6TW5_9M2,17,6.848443394316792,False
SigmaDock,6TW5_9M2,18,6.648474628063192,False
SigmaDock,6TW5_9M2,19,6.967747334337066,False
SigmaDock,6TW5_9M2,2,6.899714808014566,False
SigmaDock,6TW5_9M2,20,6.674632510434925,False
SigmaDock,6TW5_9M2,21,7.90473508123556,False
SigmaDock,6TW5_9M2,22,6.977910527491551,False
SigmaDock,6TW5_9M2,23,6.98541182583043,False
SigmaDock,6TW5_9M2,24,4.616649914833162,False
SigmaDock,6TW5_9M2,25,6.97169529579566,False
SigmaDock,6TW5_9M2,26,6.763221970452613,False
SigmaDock,6TW5_9M2,27,7.829745632171975,False
SigmaDock,6TW5_9M2,28,1.7370205230276798,True
SigmaDock,6TW5_9M2,29,6.930261141497835,False
SigmaDock,6TW5_9M2,3,6.711611175081872,False
SigmaDock,6TW5_9M2,30,6.508021343373611,False
SigmaDock,6TW5_9M2,31,6.949086601872407,False
SigmaDock,6TW5_9M2,32,6.738118833439224,False
SigmaDock,6TW5_9M2,33,6.944830964918463,False
SigmaDock,6TW5_9M2,34,6.776152405334652,False
SigmaDock,6TW5_9M2,35,1.6885301614507904,True
SigmaDock,6TW5_9M2,36,6.356513930860672,False
SigmaDock,6TW5_9M2,37,7.151979008299821,False
SigmaDock,6TW5_9M2,38,6.9690073233960925,False
SigmaDock,6TW5_9M2,39,7.6457539381398245,False
SigmaDock,6TW5_9M2,4,0.9337015287760375,True
SigmaDock,6TW5_9M2,5,7.892097344996654,False
SigmaDock,6TW5_9M2,6,7.023607339766782,False
SigmaDock,6TW5_9M2,7,4.237547982105354,False
SigmaDock,6TW5_9M2,8,7.0336112755227855,False
SigmaDock,6TW5_9M2,9,6.930473336625531,False
SigmaDock,6TW7_NZB,0,2.8272870009104554,False
SigmaDock,6TW7_NZB,1,6.283821243314535,False
SigmaDock,6TW7_NZB,10,3.0423596744337598,False
SigmaDock,6TW7_NZB,11,1.3109732750636196,True
SigmaDock,6TW7_NZB,12,1.1404240741783385,True
SigmaDock,6TW7_NZB,13,1.0864407943625705,True
SigmaDock,6TW7_NZB,14,2.0894968442352257,False
SigmaDock,6TW7_NZB,15,6.340714847304489,False
SigmaDock,6TW7_NZB,16,7.000832580215504,False
SigmaDock,6TW7_NZB,17,1.2248627693717793,True
SigmaDock,6TW7_NZB,18,6.828355709706098,False
SigmaDock,6TW7_NZB,19,2.6961387711778264,False
SigmaDock,6TW7_NZB,2,1.452812357891197,True
SigmaDock,6TW7_NZB,20,1.6022027830243692,True
SigmaDock,6TW7_NZB,21,2.9111173720400045,False
SigmaDock,6TW7_NZB,22,3.8774302428639333,False
SigmaDock,6TW7_NZB,23,7.204418078129749,False
SigmaDock,6TW7_NZB,24,1.3861297662793037,True
SigmaDock,6TW7_NZB,25,2.8593324768385093,False
SigmaDock,6TW7_NZB,26,2.5843140392468325,False
SigmaDock,6TW7_NZB,27,2.829602554886585,False
SigmaDock,6TW7_NZB,28,1.500209365503637,True
SigmaDock,6TW7_NZB,29,5.625735727517075,False
SigmaDock,6TW7_NZB,3,2.800569551309901,False
SigmaDock,6TW7_NZB,30,1.1501507836681304,True
SigmaDock,6TW7_NZB,31,6.268091960683586,False
SigmaDock,6TW7_NZB,32,7.187585445992853,False
SigmaDock,6TW7_NZB,33,3.0065876392945245,False
SigmaDock,6TW7_NZB,34,1.0179098984582626,True
SigmaDock,6TW7_NZB,35,6.906221179637164,False
SigmaDock,6TW7_NZB,36,5.316292341277991,False
SigmaDock,6TW7_NZB,37,1.5987955892505141,True
SigmaDock,6TW7_NZB,38,2.9094675070925926,False
SigmaDock,6TW7_NZB,39,2.8182675873296885,False
SigmaDock,6TW7_NZB,4,1.5436203968771514,True
SigmaDock,6TW7_NZB,5,6.265561150502774,False
SigmaDock,6TW7_NZB,6,1.30485506884468,True
SigmaDock,6TW7_NZB,7,2.738103034823625,False
SigmaDock,6TW7_NZB,8,5.272009822246357,False
SigmaDock,6TW7_NZB,9,7.36538702543748,False
SigmaDock,6VTA_AKN,0,4.269747301129189,False
SigmaDock,6VTA_AKN,1,5.216861073049578,False
SigmaDock,6VTA_AKN,10,9.333344303249506,False
SigmaDock,6VTA_AKN,11,3.344081002943858,False
SigmaDock,6VTA_AKN,12,6.930492765399154,False
SigmaDock,6VTA_AKN,13,8.420574714813116,False
SigmaDock,6VTA_AKN,14,7.597453832222345,False
SigmaDock,6VTA_AKN,15,6.993246916740464,False
SigmaDock,6VTA_AKN,16,6.3150662087978136,False
SigmaDock,6VTA_AKN,17,7.887523327588326,False
SigmaDock,6VTA_AKN,18,7.866710338905966,False
SigmaDock,6VTA_AKN,19,4.610413539477776,False
SigmaDock,6VTA_AKN,2,10.77852476306475,False
SigmaDock,6VTA_AKN,20,9.796647373668197,False
SigmaDock,6VTA_AKN,21,6.107930969505958,False
SigmaDock,6VTA_AKN,22,5.097945539332486,False
SigmaDock,6VTA_AKN,23,7.09529284112009,False
SigmaDock,6VTA_AKN,24,7.3709607859661,False
SigmaDock,6VTA_AKN,25,6.245800288633956,False
SigmaDock,6VTA_AKN,26,7.650579563797764,False
SigmaDock,6VTA_AKN,27,2.600800048446631,False
SigmaDock,6VTA_AKN,28,7.894108952551263,False
SigmaDock,6VTA_AKN,29,8.985545825031998,False
SigmaDock,6VTA_AKN,3,5.2475355649580875,False
SigmaDock,6VTA_AKN,30,4.328853262470328,False
SigmaDock,6VTA_AKN,31,7.7221813029253585,False
SigmaDock,6VTA_AKN,32,4.456210283104917,False
SigmaDock,6VTA_AKN,33,6.6274527851392495,False
SigmaDock,6VTA_AKN,34,7.60433090830482,False
SigmaDock,6VTA_AKN,35,8.181792135666244,False
SigmaDock,6VTA_AKN,36,9.220031582971936,False
SigmaDock,6VTA_AKN,37,8.326365756003637,False
SigmaDock,6VTA_AKN,38,7.839149269212825,False
SigmaDock,6VTA_AKN,39,4.4980142461979815,False
SigmaDock,6VTA_AKN,4,6.455646648593771,False
SigmaDock,6VTA_AKN,5,7.371889329761402,False
SigmaDock,6VTA_AKN,6,9.430799420224142,False
SigmaDock,6VTA_AKN,7,8.579856843327866,False
SigmaDock,6VTA_AKN,8,7.397327096407864,False
SigmaDock,6VTA_AKN,9,5.169778441166508,False
SigmaDock,6WTN_RXT,0,0.8305635106464713,True
SigmaDock,6WTN_RXT,1,0.4674616050264589,True
SigmaDock,6WTN_RXT,10,0.5304208439900625,True
SigmaDock,6WTN_RXT,11,0.5263348595217935,True
SigmaDock,6WTN_RXT,12,0.817895233005984,True
SigmaDock,6WTN_RXT,13,0.7322873438159663,True
SigmaDock,6WTN_RXT,14,0.7661344143618436,True
SigmaDock,6WTN_RXT,15,0.5587060026447758,True
SigmaDock,6WTN_RXT,16,0.5736910947312263,True
SigmaDock,6WTN_RXT,17,0.37251341907548,True
SigmaDock,6WTN_RXT,18,0.7997298690672123,True
SigmaDock,6WTN_RXT,19,0.6683233368727263,True
SigmaDock,6WTN_RXT,2,0.5947279286618671,True
SigmaDock,6WTN_RXT,20,0.4058354448059824,True
SigmaDock,6WTN_RXT,21,0.53143761996404,True
SigmaDock,6WTN_RXT,22,0.7576248168080808,True
SigmaDock,6WTN_RXT,23,0.5377775784774251,True
SigmaDock,6WTN_RXT,24,0.7193489716705501,True
SigmaDock,6WTN_RXT,25,0.6525323027153188,True
SigmaDock,6WTN_RXT,26,0.8164725430032912,True
SigmaDock,6WTN_RXT,27,0.49520425166749626,True
SigmaDock,6WTN_RXT,28,1.911647622727123,True
SigmaDock,6WTN_RXT,29,0.5639881208277195,True
SigmaDock,6WTN_RXT,3,0.4060840012693882,True
SigmaDock,6WTN_RXT,30,0.43971557753897544,True
SigmaDock,6WTN_RXT,31,0.7134626972973306,True
SigmaDock,6WTN_RXT,32,0.4947611936031888,True
SigmaDock,6WTN_RXT,33,0.7294171496893047,True
SigmaDock,6WTN_RXT,34,0.34368755717442234,True
SigmaDock,6WTN_RXT,35,0.6752055519553315,True
SigmaDock,6WTN_RXT,36,1.9546360498546282,True
SigmaDock,6WTN_RXT,37,0.6978996271421971,True
SigmaDock,6WTN_RXT,38,0.6781493935704724,True
SigmaDock,6WTN_RXT,39,0.57016749293519,True
SigmaDock,6WTN_RXT,4,0.7637792672823963,True
SigmaDock,6WTN_RXT,5,0.5135880788945639,True
SigmaDock,6WTN_RXT,6,0.6113174429761973,True
SigmaDock,6WTN_RXT,7,0.6981263221932908,True
SigmaDock,6WTN_RXT,8,0.3834809014007485,True
SigmaDock,6WTN_RXT,9,0.6065379080593756,True
SigmaDock,6XBO_5MC,0,3.5562657394443202,False
SigmaDock,6XBO_5MC,1,0.9242073190774696,True
SigmaDock,6XBO_5MC,10,0.9443013360055243,True
SigmaDock,6XBO_5MC,11,1.229935899475327,True
SigmaDock,6XBO_5MC,12,0.8036295870497911,True
SigmaDock,6XBO_5MC,13,0.8794009231495973,True
SigmaDock,6XBO_5MC,14,0.7664273526030904,True
SigmaDock,6XBO_5MC,15,0.5148524016206445,True
SigmaDock,6XBO_5MC,16,1.005177016296587,True
SigmaDock,6XBO_5MC,17,0.7611480855798155,True
SigmaDock,6XBO_5MC,18,1.1216967403325764,True
SigmaDock,6XBO_5MC,19,0.8762942557881299,True
SigmaDock,6XBO_5MC,2,1.141420714404959,True
SigmaDock,6XBO_5MC,20,1.1131580101021352,True
SigmaDock,6XBO_5MC,21,0.7942919648684265,True
SigmaDock,6XBO_5MC,22,0.7105898778799586,True
SigmaDock,6XBO_5MC,23,0.7830745929870399,True
SigmaDock,6XBO_5MC,24,1.1326844601934098,True
SigmaDock,6XBO_5MC,25,0.7603052410351083,True
SigmaDock,6XBO_5MC,26,0.8214302449220672,True
SigmaDock,6XBO_5MC,27,0.9604371828874217,True
SigmaDock,6XBO_5MC,28,1.0208782771800864,True
SigmaDock,6XBO_5MC,29,1.0108669260949867,True
SigmaDock,6XBO_5MC,3,0.660749288514734,True
SigmaDock,6XBO_5MC,30,1.4394799504429618,True
SigmaDock,6XBO_5MC,31,0.916901125084825,True
SigmaDock,6XBO_5MC,32,0.5635415028678413,True
SigmaDock,6XBO_5MC,33,0.7454905374071734,True
SigmaDock,6XBO_5MC,34,0.7116748443572449,True
SigmaDock,6XBO_5MC,35,1.0975809297144004,True
SigmaDock,6XBO_5MC,36,0.9932840475367102,True
SigmaDock,6XBO_5MC,37,0.9852360130261358,True
SigmaDock,6XBO_5MC,38,2.0097319410807004,False
SigmaDock,6XBO_5MC,39,0.5264252770077886,True
SigmaDock,6XBO_5MC,4,1.0572576481376024,True
SigmaDock,6XBO_5MC,5,0.6777946685591977,True
SigmaDock,6XBO_5MC,6,1.1596202552403247,True
SigmaDock,6XBO_5MC,7,1.0183238657001736,True
SigmaDock,6XBO_5MC,8,0.6894752049071947,True
SigmaDock,6XBO_5MC,9,0.7409978070142985,True
SigmaDock,6XCT_478,0,4.569592294036119,False
SigmaDock,6XCT_478,1,1.3558191853741308,True
SigmaDock,6XCT_478,10,7.171183159901659,False
SigmaDock,6XCT_478,11,6.728016054507769,False
SigmaDock,6XCT_478,12,5.3697110040352385,False
SigmaDock,6XCT_478,13,6.7615467433336365,False
SigmaDock,6XCT_478,14,4.788991767644984,False
