arm,complex,n,trifft,konz_avg,neg_eff_moden,konz_complete,konz_single,konz_dbscan,konz_hdbscan,p_agree,neg_mittel_rmsd,neg_nn_median,lokal_dichte,stabil_halb,z_marge
SigmaDock,7KB1_WBJ,40,True,0.7,-1.8420227750373133,0.65,0.7,0.7,0.7,0.5576923076923077,-2.712491069772305,-0.4873483180999756,0.7,0.972,2.5714426719569743
SigmaDock,7L00_XCJ,42,True,0.42857142857142855,-2.935875713809044,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.3635307781649245,-5.724204055177487,-0.7611934840679169,0.42857142857142855,0.999,1.3994052664046235
SigmaDock,7LCU_XTA,41,False,0.6829268292682927,-2.035274002796141,0.5609756097560976,0.6829268292682927,0.6829268292682927,0.6829268292682927,0.5341463414634147,-5.460379052380236,-0.8613941073417664,0.6829268292682927,0.486,1.3663350711119493
SigmaDock,7N6F_0I1,40,True,0.65,-2.7059970271977862,0.65,0.925,0.925,0.65,0.4807692307692308,-2.4051662863065033,-0.6891325414180756,0.65,1.0,0.4795729281692714
SigmaDock,7NFB_GEN,40,True,0.725,-1.8006879338394017,0.725,0.725,0.725,0.725,0.591025641025641,-1.0022897643777422,-0.07300784811377525,0.725,1.0,0.6850095103082868
SigmaDock,7NLV_UJE,40,True,1.0,-1.0,1.0,1.0,1.0,0.375,1.0,-1.0204590159922073,-0.39858172833919525,1.0,1.0,1.4094365313735935
SigmaDock,7NR8_UOE,40,True,0.475,-4.934209017820534,0.4,0.8,0.8,0.8,0.4282051282051282,-5.532975092644875,-0.8220014274120331,0.575,1.0,1.76765589857027
SigmaDock,7NUT_GLP,42,False,0.40476190476190477,-3.5568230851008575,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.2880371660859466,-3.423078734752193,-0.5634933114051819,0.19047619047619047,0.526,2.169648713982257
SigmaDock,7O1T_5X8,40,True,0.725,-1.8006879338394017,0.275,1.0,1.0,0.725,0.5102564102564102,-1.9160716674266718,-0.880164623260498,0.45,0.985,3.459107867159067
SigmaDock,7ODY_DGI,40,True,0.5,-2.2087015352140016,0.5,0.5,0.5,0.35,0.4756410256410256,-1.8285482957195014,-0.4220343679189682,0.5,1.0,2.3603459285800463
SigmaDock,7OEO_V9Z,40,False,0.375,-6.133043185490928,0.15,0.4,0.4,0.4,0.15384615384615385,-4.107819801186904,-1.23562753200531,0.25,0.093,1.4590504789854526
SigmaDock,7OP9_06K,40,False,0.5,-3.0678945567467557,0.5,0.5,0.5,0.5,0.391025641025641,-1.9604503452968902,-0.12128147855401039,0.5,1.0,0.9654967295167278
SigmaDock,7OZC_G6S,40,False,0.575,-2.8669888126836502,0.55,0.85,0.85,0.575,0.4012820512820513,-2.689933452468652,-0.6307325959205627,0.05,0.001,2.1815452975508522
SigmaDock,7PGX_FMN,40,False,0.5,-2.8500042041306455,0.275,0.5,0.5,0.575,0.3384615384615385,-3.614347446690767,-0.8465564846992493,0.25,0.707,2.0796417646745207
SigmaDock,7PIH_7QW,40,False,0.625,-1.9378192408783848,0.625,1.0,1.0,0.625,0.7243589743589743,-1.5707262236147355,-0.5288643836975098,0.7,0.49,1.4827956840017837
SigmaDock,7POM_7VZ,40,True,0.975,-1.1240147218730305,0.95,0.975,0.975,0.325,0.9487179487179487,-1.1282905153357066,-0.4719506949186325,0.975,1.0,1.2152330408406227
SigmaDock,7Q2B_M6H,40,True,1.0,-1.0,1.0,1.0,1.0,0.65,1.0,-0.8505393906281544,-0.2709901034832001,1.0,1.0,1.1725890295121293
SigmaDock,7Q5I_I0F,40,True,1.0,-1.0,1.0,1.0,1.0,0.425,1.0,-0.9045113402108351,-0.4116557389497757,1.0,1.0,2.2413902023330765
SigmaDock,7R3D_APR,40,True,0.75,-2.1442498753467074,0.425,0.975,0.975,0.75,0.5576923076923077,-1.8835212165728594,-0.8677224516868591,0.725,0.997,3.2130239531498006
SigmaDock,7ROR_69X,40,True,0.925,-1.305236777831472,0.725,0.925,0.925,0.725,0.841025641025641,-1.5437367419974926,-0.6126236319541931,0.9,1.0,3.3280838527691294
SigmaDock,7RSV_7IQ,40,True,0.925,-1.36905815578532,0.925,0.925,0.925,0.525,0.8551282051282051,-1.841757415368771,-0.21801525354385376,0.925,1.0,1.611217233638004
SigmaDock,7RZL_NPO,40,False,0.9,-1.384145488461686,0.65,0.9,0.9,0.7,0.8,-1.2856078442472678,-0.19835025817155838,0.9,1.0,1.0717590187139363
SigmaDock,7SDD_4IP,40,True,0.15,-19.64975398138377,0.15,0.175,0.175,0.325,0.04230769230769231,-4.5034308811792965,-1.7841285467147827,0.075,0.013,2.290925689850017
SigmaDock,7T3E_SLB,40,True,0.5,-6.109117748208189,0.35,0.65,0.65,0.55,0.28205128205128205,-2.7325801513898065,-1.2573602199554443,0.525,0.996,2.080657058806793
SigmaDock,7TBU_S3P,40,True,0.75,-2.3648688021884063,0.625,0.75,0.75,0.75,0.5551282051282052,-2.4175384446978567,-0.47257447242736816,0.725,1.0,1.6340559759068287
SigmaDock,7TE8_P0T,40,False,0.375,-3.2350496968848637,0.375,0.375,0.375,0.4,0.30641025641025643,-4.447652416466139,-0.5520207285881042,0.375,1.0,1.784985047208381
SigmaDock,7TXK_LW8,40,True,0.7,-2.287142926007213,0.7,0.7,0.7,0.4,0.5269230769230769,-2.7523243638567436,-0.31252020597457886,0.7,1.0,1.930911566520068
SigmaDock,7TYP_KUR,40,True,0.325,-8.180486251495958,0.325,0.475,0.475,0.3,0.17051282051282052,-5.79161867086704,-1.1251006126403809,0.075,0.484,3.15310202595398
SigmaDock,7U0U_FK5,40,False,0.05,-36.05001850443324,0.05,0.1,0.1,0.7,0.00641025641025641,-6.688598735363056,-2.6992167234420776,0.025,0.004,0.35723404954833476
SigmaDock,7UJ4_OQ4,40,True,0.3,-9.171038652600977,0.225,0.7,0.7,0.4,0.15512820512820513,-3.008372056713471,-1.5402455925941467,0.375,0.943,2.0640990046566046
SigmaDock,7UJF_R3V,41,True,1.0,-1.0,1.0,1.0,1.0,0.3902439024390244,1.0,-0.9008959301179502,-0.3965744376182556,1.0,1.0,1.3446021438518108
SigmaDock,7UQ3_O2U,40,True,0.725,-2.176343811095329,0.725,0.725,0.725,0.725,0.5525641025641026,-1.7149790223019246,-0.21091695129871368,0.725,0.925,2.8247902613378977
SigmaDock,7USH_82V,40,True,0.9,-1.384145488461686,0.9,0.9,0.9,0.475,0.8153846153846154,-1.9900327927218033,-0.2095004916191101,0.9,1.0,1.2578955755258543
SigmaDock,7UY4_SMI,41,False,0.24390243902439024,-8.314258504036959,0.12195121951219512,0.2926829268292683,0.2926829268292683,0.3170731707317073,0.12682926829268293,-4.408775113850105,-1.1828556060791016,0.12195121951219512,0.193,0.9431423879091371
SigmaDock,7VC5_9SF,40,True,0.85,-1.5260902731141495,0.6,1.0,1.0,0.6,0.8538461538461538,-1.4061092933019002,-0.42286284267902374,0.95,1.0,1.2944343096597175
SigmaDock,7VQ9_ISY,40,True,0.6,-3.4419024740589594,0.35,0.875,0.875,0.875,0.5012820512820513,-2.6245331905591183,-1.0079928636550903,0.775,1.0,0.932931828145033
SigmaDock,7W05_GMP,40,True,0.925,-1.305236777831472,0.45,0.925,0.925,0.925,0.6705128205128205,-1.6900415559609732,-0.4817236214876175,0.725,0.997,1.65769000907403
SigmaDock,7WKL_CAQ,40,True,0.975,-1.1240147218730305,0.975,0.975,0.975,0.55,0.95,-0.634122945396946,-0.11859625950455666,0.975,1.0,1.8879363245191396
SigmaDock,7WL4_JFU,40,True,0.5,-5.329892639416849,0.425,0.5,0.5,0.275,0.258974358974359,-4.018564618206941,-0.7239017486572266,0.15,0.497,1.7024540436010935
SigmaDock,7Z7F_IF3,40,True,0.425,-3.2728766143278123,0.425,0.425,0.425,0.425,0.32564102564102565,-2.6521056345926644,-0.300825372338295,0.125,0.758,1.9765928789819198
SigmaDock,7ZF0_DHR,42,True,1.0,-1.0,0.5,1.0,1.0,0.5476190476190477,0.8861788617886179,-1.3901734210022927,-0.22074197232723236,0.9761904761904762,1.0,1.2201796735716617
SigmaDock,7ZOC_T8E,40,True,1.0,-1.0,1.0,1.0,1.0,0.475,1.0,-1.00406703003324,-0.300396203994751,1.0,1.0,1.3045784145923323
SigmaDock,8A1H_DLZ,40,True,0.45,-3.917608127047352,0.225,0.575,0.575,0.475,0.30641025641025643,-3.1859380397277,-0.8953780233860016,0.1,0.892,3.4583145336528034
SigmaDock,8AAU_LH0,40,True,0.55,-3.3125760890183495,0.55,0.55,0.55,0.55,0.36025641025641025,-4.003333830394042,-0.5387030839920044,0.55,1.0,1.560067498674355
SigmaDock,8AIE_M7L,40,True,0.3,-4.806476967751479,0.275,0.55,0.55,0.4,0.22435897435897437,-3.3877578830871826,-0.5286174416542053,0.3,0.031,2.0214459730808536
SigmaDock,8D5D_5DK,40,False,0.825,-1.8794401139606918,0.825,0.825,0.825,0.875,0.6858974358974359,-2.1687970194296957,-0.6203781366348267,0.825,0.997,2.3552008492752603
SigmaDock,8GFD_ZHR,40,False,0.3,-12.795522515780885,0.2,0.425,0.425,0.575,0.11153846153846154,-3.6315574519909344,-1.614471197128296,0.1,0.277,1.7934147623004746
SigmaDock,8SLG_G5A,40,True,0.95,-1.2195906179141718,0.9,1.0,1.0,0.375,0.9282051282051282,-1.2039735958744318,-0.5636388659477234,0.975,0.749,2.2586878002614275
Minimal,6TW5_9M2,40,True,0.15,-16.523407683563025,0.15,0.4,0.4,0.55,0.07948717948717948,-4.97129283234095,-1.5335580706596375,0.05,0.0,2.7482889389585026
Minimal,6TW7_NZB,40,True,0.275,-10.144311260888102,0.25,0.325,0.325,0.325,0.12051282051282051,-3.978998878216132,-1.5145450234413147,0.1,0.131,1.6126592342813868
Minimal,6VTA_AKN,40,False,0.025,-40.0,0.025,0.025,0.025,0.375,0.0,-6.4894138287275265,-2.826310157775879,0.025,0.0,1.2086233528474333
Minimal,6WTN_RXT,40,True,0.375,-4.016298844113601,0.275,1.0,1.0,0.4,0.2564102564102564,-2.429046919063116,-0.8025804460048676,0.325,0.27,1.94691218194121
Minimal,6Z4N_Q7B,40,False,0.275,-8.881077432737944,0.15,0.4,0.4,0.4,0.11794871794871795,-3.7675817331442465,-1.3025723099708557,0.275,0.13,2.4182381185428965
Minimal,6ZPB_3D1,40,True,0.525,-3.7391965875405377,0.25,0.65,0.65,0.525,0.3230769230769231,-2.2019115161437255,-0.8010867834091187,0.225,0.27,1.7984469496937712
Minimal,7B2C_TP7,41,False,0.4146341463414634,-4.961920372609741,0.21951219512195122,0.975609756097561,0.975609756097561,0.4878048780487805,0.28536585365853656,-2.4204733518565575,-1.3414329290390015,0.2682926829268293,0.018,3.264075546114888
Minimal,7BTT_F8R,40,True,0.25,-11.323162600435959,0.15,0.35,0.35,0.35,0.1282051282051282,-3.0000536664938315,-1.3942630887031555,0.25,0.695,1.9129040080217916
Minimal,7C3U_AZG,41,False,0.5365853658536586,-2.748458504262375,0.3902439024390244,0.5365853658536586,0.5365853658536586,0.3902439024390244,0.36097560975609755,-2.0643292635497525,-0.25063616037368774,0.21951219512195122,0.691,1.089777167135429
Minimal,7C8Q_DSG,40,True,0.725,-1.9580394737110087,0.325,0.75,0.75,0.75,0.514102564102564,-2.4605298510728737,-0.939744234085083,0.675,0.975,2.7926511785691415
Minimal,7CD9_FVR,40,False,0.225,-19.55984160072016,0.125,0.425,0.425,0.775,0.07435897435897436,-3.7124921513673588,-1.9712731838226318,0.325,0.336,2.1944464156618
Minimal,7CIJ_G0C,40,True,0.825,-1.827741363277551,0.475,0.875,0.875,0.875,0.5512820512820513,-2.5742401816141913,-0.9719657897949219,0.1,0.76,2.661529730615777
Minimal,7D5C_GV6,40,True,0.45,-3.3094458303414798,0.35,0.875,0.875,0.45,0.3858974358974359,-2.3149297645458806,-1.2056846618652344,0.4,0.899,4.777228724768361
Minimal,7DQL_4CL,40,False,0.475,-3.460377422130466,0.475,0.475,0.475,0.475,0.3217948717948718,-2.1568858069391585,-0.3226550668478012,0.475,1.0,1.2045850930729358
Minimal,7ES1_UDP,40,False,0.7,-2.7683671187056573,0.575,0.925,0.925,0.925,0.5666666666666667,-2.595441132210768,-0.9175284206867218,0.75,0.994,1.969069906071255
Minimal,7F8T_FAD,40,False,0.025,-40.0,0.025,0.025,0.025,0.925,0.0,-5.99115173694415,-2.9409406185150146,0.025,0.0,0.461871680260757
Minimal,7JG0_GAR,40,True,0.475,-4.38268867753891,0.2,0.95,0.95,0.2,0.3435897435897436,-2.4039416866424754,-1.13227117061615,0.375,0.92,2.0627496594722787
Minimal,7JMV_4NC,40,True,0.5,-3.0227885729404003,0.425,0.875,0.875,0.5,0.4282051282051282,-2.1785303346621685,-0.3683512657880783,0.5,0.931,1.9981163067496743
Minimal,7JY3_VUD,40,False,0.25,-14.966880965261504,0.15,0.35,0.35,0.425,0.0782051282051282,-4.275073104943985,-1.4716260433197021,0.3,0.341,1.5573496598450525
Minimal,7KB1_WBJ,40,True,0.9,-1.4642109370627328,0.7,1.0,1.0,0.3,0.8256410256410256,-1.4863852821099452,-0.7388159036636353,0.925,1.0,4.407833340699584
Minimal,7L00_XCJ,42,True,0.35714285714285715,-6.325366018178097,0.14285714285714285,0.47619047619047616,0.47619047619047616,0.5476190476190477,0.20092915214866433,-5.896910784274997,-1.3756364583969116,0.3333333333333333,0.884,1.8922228128374974
Minimal,7LCU_XTA,41,False,0.36585365853658536,-4.688071410480077,0.21951219512195122,0.5609756097560976,0.5609756097560976,0.6097560975609756,0.2646341463414634,-6.1292802655842245,-1.3126657009124756,0.21951219512195122,0.664,2.0390878644495745
Minimal,7N6F_0I1,40,True,0.825,-2.1589097672220863,0.425,0.85,0.85,0.925,0.632051282051282,-2.5231462188256093,-0.958733081817627,0.775,1.0,1.9945718297710369
Minimal,7NFB_GEN,40,True,0.525,-2.2030392477543637,0.525,0.525,0.525,0.525,0.4653846153846154,-1.6471964290508858,-0.19156568497419357,0.45,1.0,1.2988343138749368
Minimal,7NLV_UJE,40,True,0.925,-1.417337887383506,0.575,0.975,0.975,0.375,0.8589743589743589,-1.7692743788162868,-0.8137422502040863,0.925,1.0,1.8228676504110826
Minimal,7NR8_UOE,40,True,0.15,-18.9804112250542,0.15,0.325,0.325,0.65,0.06153846153846154,-7.547179787892562,-1.6864498257637024,0.2,0.562,5.1848734679057165
Minimal,7NUT_GLP,42,False,0.38095238095238093,-3.785148250704391,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.2845528455284553,-3.410659701272447,-0.8317331969738007,0.09523809523809523,0.001,2.054467190063638
Minimal,7O1T_5X8,40,True,0.525,-4.040735036943809,0.2,0.975,0.975,0.575,0.30512820512820515,-2.245464734083567,-1.1477326154708862,0.5,0.999,2.456178373447852
Minimal,7ODY_DGI,40,True,0.525,-1.9975005204422753,0.475,0.525,0.525,0.525,0.4756410256410256,-1.8766093864654882,-0.8101048767566681,0.475,1.0,2.104824637728107
Minimal,7OEO_V9Z,40,True,0.275,-12.243701199073204,0.125,0.4,0.4,0.5,0.13333333333333333,-4.248959934940705,-1.4881501197814941,0.2,0.0,2.133553029023884
Minimal,7OP9_06K,40,False,0.325,-4.949473406713667,0.25,0.325,0.325,0.275,0.18717948717948718,-2.8450481773951113,-0.41643093526363373,0.25,0.3,1.0333149209479557
Minimal,7OZC_G6S,40,True,0.475,-2.8619348262011957,0.3,0.925,0.925,0.925,0.3923076923076923,-2.490073126478073,-1.0383937358856201,0.025,0.0,2.2208078808155816
Minimal,7PGX_FMN,40,True,0.65,-3.309013703478392,0.325,0.8,0.8,0.9,0.44871794871794873,-2.5320320506890615,-1.0513464212417603,0.625,0.989,1.791759435963793
Minimal,7PIH_7QW,40,True,0.5,-2.43597241595431,0.225,1.0,1.0,0.5,0.5038461538461538,-1.92480434603416,-0.8212299942970276,0.625,0.214,1.2899005220183863
Minimal,7POM_7VZ,40,True,0.65,-3.2716665497940474,0.6,0.65,0.65,0.75,0.44743589743589746,-3.2857078617964035,-0.9126881957054138,0.65,1.0,1.9991202982944465
Minimal,7Q2B_M6H,40,True,0.975,-1.1240147218730305,0.5,1.0,1.0,0.45,0.9102564102564102,-1.320425693805401,-0.5839606523513794,0.95,1.0,1.6126562752707534
Minimal,7Q5I_I0F,40,True,0.975,-1.1240147218730305,0.4,0.975,0.975,0.725,0.8717948717948718,-1.4762919505055134,-0.8040890097618103,0.95,1.0,2.68077816009586
Minimal,7R3D_APR,40,False,0.475,-4.1400330628316375,0.2,1.0,1.0,0.35,0.3230769230769231,-2.2053090732067058,-1.330338716506958,0.4,0.919,1.7110624785752397
Minimal,7ROR_69X,40,True,0.775,-2.062910998192773,0.425,0.925,0.925,0.475,0.5512820512820513,-2.2542208555417185,-0.9764635264873505,0.775,1.0,4.277230024187558
Minimal,7RSV_7IQ,40,True,0.8,-1.778475356177588,0.5,0.8,0.8,0.5,0.6576923076923077,-1.7242073213060698,-0.45486369729042053,0.8,1.0,1.1886644708882155
Minimal,7RZL_NPO,40,False,0.575,-1.97754189985451,0.275,1.0,1.0,0.45,0.49615384615384617,-2.0588510346909366,-0.5101912915706635,0.425,0.997,1.1665837433833646
Minimal,7SDD_4IP,40,False,0.15,-21.337385881702513,0.1,0.175,0.175,0.275,0.03717948717948718,-4.3092652955880535,-1.7983258366584778,0.025,0.0,4.335162239619122
Minimal,7T3E_SLB,40,True,0.625,-3.529632490676267,0.25,0.875,0.875,0.125,0.5461538461538461,-2.182518613414887,-1.173789918422699,0.75,1.0,2.1258003675208226
Minimal,7TBU_S3P,40,True,0.35,-6.346501150411522,0.275,0.425,0.425,0.45,0.2012820512820513,-3.644365585461641,-1.0405640602111816,0.3,0.851,2.5043511836230707
Minimal,7TE8_P0T,40,True,0.425,-3.865889031976833,0.375,0.475,0.475,0.475,0.31025641025641026,-3.470402448758101,-0.8900800943374634,0.4,0.991,1.7204964346538265
Minimal,7TXK_LW8,40,True,0.925,-1.305236777831472,0.65,1.0,1.0,0.575,0.8282051282051283,-1.5021557389543607,-0.6290649175643921,0.875,0.995,2.113747667365981
Minimal,7TYP_KUR,40,False,0.175,-11.431249656028575,0.15,0.425,0.425,0.275,0.10128205128205128,-3.6108834304870703,-1.4891235828399658,0.075,0.0,3.761916421760666
Minimal,7U0U_FK5,40,False,0.025,-40.0,0.025,0.025,0.025,0.575,0.0,-5.364318992541387,-2.6869990825653076,0.025,0.0,0.1920628776862148
Minimal,7UJ4_OQ4,40,False,0.125,-22.493653007613975,0.075,0.35,0.35,0.9,0.03974358974358974,-4.809018175724225,-1.884049892425537,0.2,0.856,3.5025320652323946
Minimal,7UJF_R3V,41,True,0.975609756097561,-1.1214979894043937,0.7560975609756098,0.975609756097561,0.975609756097561,0.4634146341463415,0.947560975609756,-1.3549772944028784,-0.666685163974762,0.975609756097561,1.0,1.5206268418466558
Minimal,7UQ3_O2U,40,True,0.55,-2.3282414889191574,0.4,0.55,0.55,0.55,0.44487179487179485,-1.9328462197994574,-0.477663978934288,0.525,1.0,3.12652932876298
Minimal,7USH_82V,40,True,0.9,-1.589965645672506,0.425,0.925,0.925,0.55,0.7217948717948718,-2.0528223116428426,-0.4362396001815796,0.775,1.0,0.9939372339065609
Minimal,7UY4_SMI,41,True,0.21951219512195122,-12.651512623283804,0.12195121951219512,0.34146341463414637,0.34146341463414637,0.8048780487804879,0.10609756097560975,-4.120081147478848,-1.3968656063079834,0.04878048780487805,0.486,1.1312610599710835
Minimal,7VC5_9SF,40,True,0.525,-1.9975005204422753,0.3,1.0,1.0,0.3,0.5256410256410257,-1.9179866614632117,-0.9108251333236694,0.575,0.881,2.1286419310466047
Minimal,7VQ9_ISY,40,False,0.3,-5.91481904351965,0.125,1.0,1.0,0.025,0.3294871794871795,-2.1693106264640125,-1.3346025943756104,0.5,0.998,0.7349081597310885
Minimal,7W05_GMP,40,True,0.35,-5.990752823080426,0.2,0.725,0.725,0.725,0.3038461538461538,-2.3409802215985764,-0.8024879097938538,0.5,0.995,1.8142591121547775
Minimal,7WKL_CAQ,40,True,1.0,-1.0,1.0,1.0,1.0,0.2,1.0,-0.7483837940085393,-0.19794908165931702,1.0,1.0,0.9899169656649597
Minimal,7WL4_JFU,40,True,0.475,-4.938806774746653,0.275,0.475,0.475,0.55,0.26666666666666666,-4.006924777458876,-0.9542831182479858,0.425,0.97,2.236710555306759
Minimal,7Z7F_IF3,40,True,0.375,-4.045889275668299,0.375,0.375,0.375,0.375,0.25769230769230766,-3.000188798304552,-0.5638598501682281,0.1,0.749,2.2520029866800364
Minimal,7ZF0_DHR,42,True,0.8095238095238095,-1.9316799265216584,0.35714285714285715,0.9523809523809523,0.9523809523809523,0.19047619047619047,0.6666666666666666,-1.9676044469441825,-0.6291890442371368,0.8809523809523809,0.483,1.1043159119438182
Minimal,7ZOC_T8E,40,True,0.95,-1.2625993881725737,0.375,0.975,0.975,0.15,0.8948717948717949,-1.7138002518277902,-0.8357855081558228,0.975,1.0,1.5349735956260855
Minimal,8A1H_DLZ,40,True,0.775,-2.2071504017598897,0.425,0.825,0.825,0.85,0.6423076923076924,-2.116112801279777,-1.009535402059555,0.75,1.0,1.7188117762741841
Minimal,8AAU_LH0,40,True,0.75,-2.196404215797098,0.75,0.75,0.75,0.75,0.5871794871794872,-2.4777446594757913,-0.8277415633201599,0.75,1.0,2.543505814785109
Minimal,8AIE_M7L,40,False,0.275,-7.806163205112654,0.275,0.475,0.475,0.5,0.2,-3.530610328454238,-0.9957086443901062,0.325,0.818,3.0398718001529943
Minimal,8D5D_5DK,40,False,0.4,-8.356013918428221,0.275,0.5,0.5,0.55,0.2141025641025641,-4.596017110806245,-1.110447347164154,0.4,0.421,2.5897025493420345
Minimal,8GFD_ZHR,40,False,0.05,-34.82202253184498,0.05,0.075,0.075,0.45,0.00641025641025641,-5.582871240377426,-2.151116132736206,0.025,0.0,2.586634362550469
Minimal,8SLG_G5A,40,True,0.65,-2.090719286994091,0.5,1.0,1.0,0.65,0.6743589743589744,-1.7309802965093881,-0.9018531441688538,0.925,1.0,3.378056631435988
Separate,6TW5_9M2,40,False,0.175,-12.873032514577549,0.175,0.325,0.325,0.625,0.10512820512820513,-4.854964859286944,-1.201289415359497,0.25,0.001,3.0787068870371255
Separate,6TW7_NZB,40,True,0.4,-6.482001455794263,0.225,0.4,0.4,0.4,0.2230769230769231,-3.1071848037915353,-1.0689500570297241,0.4,0.669,1.8958084162925462
Separate,6VTA_AKN,40,False,0.025,-40.0,0.025,0.025,0.025,0.55,0.0,-6.524281652462788,-2.7938016653060913,0.025,0.0,2.3945090504589577
Separate,6WTN_RXT,40,False,0.4,-3.5286094167191457,0.4,0.55,0.55,0.45,0.3153846153846154,-2.301246290176343,-0.6340665221214294,0.375,0.517,2.0000974558034263
Separate,6Z4N_Q7B,40,False,0.35,-9.98997927207076,0.25,0.45,0.45,0.45,0.16666666666666666,-3.662099197277656,-1.3057187795639038,0.025,0.0,2.2805555125170622
Separate,6ZPB_3D1,40,True,0.75,-1.7547653506033232,0.475,1.0,1.0,0.75,0.5987179487179487,-1.6275968953967095,-0.6063807010650635,0.725,1.0,1.5088538102318112
Separate,7B2C_TP7,41,True,0.8292682926829268,-1.9232661579860457,0.36585365853658536,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.6658536585365854,-1.9346865101558406,-1.0149884223937988,0.8536585365853658,0.992,3.2543785209775833
Separate,7BTT_F8R,40,True,0.475,-6.080384369319365,0.175,0.8,0.8,0.55,0.2423076923076923,-2.7600419787260204,-1.410520315170288,0.475,0.98,2.4754238708600567
Separate,7C3U_AZG,40,False,0.45,-3.4229636257076814,0.45,0.65,0.65,0.5,0.36153846153846153,-2.0721323349536993,-0.2689257860183716,0.2,0.702,0.8911242637700387
